t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,degradation_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell
6.0,0.0005,0.0,23.15067322997656,0.02946884574197893,0.08574726030279053,99.32787753673043,-2.356535581643356e-14,9.260269291990625e-14,2.949055954762694e-16,1.1787538296791573e-16,3.4298904121116216e-16,4.901236551625887e-15,ACBI1,9.26,36000.0,360,180,360,360,59.63623316594643,2.5e-11
6.0,0.0005,0.0,18.959303988203544,0.025340446341733103,0.07900914615592351,99.67297844636731,-2.1999323906578942e-14,7.583721595281418e-14,2.357775584672736e-16,1.0136178536693241e-16,3.1603658462369405e-16,4.903121046766235e-15,ACBI1,9.26,36000.0,360,180,360,360,71.96856730011514,2.5e-11
6.0,0.0005,0.0,15.361917702730473,0.02141684887987557,0.0711429357943651,99.46991155809528,-2.011580581320859e-14,6.14476708109219e-14,1.8278040480212818e-16,8.566739551950227e-17,2.845717431774604e-16,4.9039581784554755e-15,ACBI1,9.26,36000.0,360,180,360,360,86.85113737513521,2.5e-11
6.0,0.0005,0.0,12.395081882366688,0.017917552603035604,0.06302468110353635,99.78320204172273,-1.8100650687319767e-14,4.9580327529466753e-14,1.3848874756889318e-16,7.167021041214243e-17,2.520987244141454e-16,4.9037885229935175e-15,ACBI1,9.26,36000.0,360,180,360,360,104.81131341546853,2.5e-11
6.0,0.0005,0.0,10.021662833230973,0.014940900953235714,0.05530610894182355,99.58402929908829,-1.611714596200988e-14,4.008665133292389e-14,1.0336731234306277e-16,5.976360381294285e-17,2.212244357672942e-16,4.9028012574317344e-15,ACBI1,9.26,36000.0,360,180,360,360,126.48552168552958,2.5e-11
6.0,0.0005,0.0,8.163342729879547,0.012493561457068767,0.04837537470306528,99.49094110310686,-1.4279959995615695e-14,3.2653370919518186e-14,7.655024711515259e-17,4.997424582827507e-17,1.9350149881226113e-16,4.9012533874005565e-15,ACBI1,9.26,36000.0,360,180,360,360,152.6417967175232,2.5e-11
6.0,0.0005,0.0,6.727943383871729,0.010527494496769834,0.04239603183723364,99.84275639655517,-1.2651733372920886e-14,2.6911773535486916e-14,5.658619806019909e-17,4.2109977987079337e-17,1.6958412734893455e-16,4.899397744940726e-15,ACBI1,9.26,36000.0,360,180,360,360,184.20699693267144,2.5e-11
6.0,0.0005,0.0,5.626956076336657,0.008970787763320599,0.037376949556924444,99.82012787533142,-1.1253276904690658e-14,2.250782430534663e-14,4.1946205208886283e-17,3.5883151053282394e-17,1.4950779822769777e-16,4.897440255254592e-15,ACBI1,9.26,36000.0,360,180,360,360,222.29964825261933,2.5e-11
6.0,0.0005,0.0,4.784073778536733,0.007747815995621572,0.03323938928447521,99.80655557282275,-1.0077900689377665e-14,1.9136295114146935e-14,3.128430739694471e-17,3.099126398248629e-17,1.3295755713790083e-16,4.895526044696863e-15,ACBI1,9.26,36000.0,360,180,360,360,268.26957952797244,2.5e-11
6.0,0.0005,0.0,4.137614853377078,0.006789832806469724,0.029866602012334154,99.81653742868514,-9.104095931380582e-15,1.655045941350831e-14,2.352469862823541e-17,2.71593312258789e-17,1.194664080493366e-16,4.8937441012007344e-15,ACBI1,9.26,36000.0,360,180,360,360,323.74575428176433,2.5e-11
6.0,0.0005,0.0,3.639657980377737,0.0060390427593799804,0.027134513688949542,99.82088825782309,-8.304510082990449e-15,1.455863192151095e-14,1.7855369119905033e-17,2.415617103751992e-17,1.0853805475579819e-16,4.892139880517635e-15,ACBI1,9.26,36000.0,360,180,360,360,390.6939937054613,2.5e-11
6.0,0.0005,0.0,3.2538445066070447,0.005449017651277401,0.024927780541489912,99.51015572221678,-7.651345262060424e-15,1.301537802642818e-14,1.368413152568939e-17,2.179607060510961e-17,9.971112216595964e-17,4.890728906289214e-15,ACBI1,9.26,36000.0,360,180,360,360,471.486636345739,2.5e-11
6.0,0.0005,0.0,2.9529413982295156,0.004983439997674633,0.02314642284172618,99.83647394571055,-7.119115756575883e-15,1.1811765592918063e-14,1.058749054685521e-17,1.9933759990698534e-17,9.258569136690473e-17,4.8895081257199496e-15,ACBI1,9.26,36000.0,360,180,360,360,568.9866029018293,2.5e-11
6.0,0.0005,0.0,2.7166597782252686,0.00461431476673104,0.021707183707796292,99.82032768531846,-6.685741284595193e-15,1.0866639112901075e-14,8.265467357637831e-18,1.8457259066924162e-17,8.682873483118518e-17,4.888464181062987e-15,ACBI1,9.26,36000.0,360,180,360,360,686.6488450042998,2.5e-11
6.0,0.0005,0.0,2.5298862513514675,0.00432020813566232,0.020542335537735767,99.75068328856739,-6.3327164995577945e-15,1.011954500540587e-14,6.506120485012646e-18,1.728083254264928e-17,8.216934215094307e-17,4.887578902095639e-15,ACBI1,9.26,36000.0,360,180,360,360,828.6427728546843,2.5e-11
6.0,0.0005,0.0,2.3813239181839276,0.004084734532251969,0.019597506460472706,99.63569225164946,-6.044834343007124e-15,9.525295672735711e-15,5.15936228464155e-18,1.6338938129007877e-17,7.839002584189083e-17,4.886832687392973e-15,ACBI1,9.26,36000.0,360,180,360,360,1000.0,2.5e-11
6.0,0.0005,0.0,55.3333787610939,0.00042543147825221034,0.0004273069815242581,99.0000000017437,-2.173335153904563e-14,2.2133351504437562e-13,3.4184205638499166e-18,1.7017259130088413e-18,1.7092279260970326e-18,4.872038532301952e-15,ACBI1,9.26,36000.0,360,180,360,360,0.1,2.5e-10
6.0,0.0005,0.0,55.33337870393291,0.0005129408755921507,0.0005156697877173102,99.00000000635151,-2.1733351554742225e-14,2.2133351481573167e-13,4.125314958671465e-18,2.051763502368603e-18,2.0626791508692407e-18,4.872037335019637e-15,ACBI1,9.26,36000.0,360,180,360,360,0.12067926406393285,2.5e-10
6.0,0.0005,0.0,55.33337858323212,0.0006183349471495604,0.0006223048543741898,99.00000000684454,-2.173335158788811e-14,2.2133351433292847e-13,4.97838496722536e-18,2.473339788598242e-18,2.4892194174967595e-18,4.872035890140009e-15,ACBI1,9.26,36000.0,360,180,360,360,0.14563484775012436,2.5e-10
6.0,0.0005,0.0,55.33337832859155,0.0007452165540020593,0.0007509905134023909,99.00000001442643,-2.1733351657817056e-14,2.2133351331436621e-13,6.00785585955209e-18,2.9808662160082374e-18,3.003962053609564e-18,4.872034146450939e-15,ACBI1,9.26,36000.0,360,180,360,360,0.1757510624854792,2.5e-10
6.0,0.0005,0.0,55.333377791968644,0.0008978907555540484,0.0009062863183653689,99.00000002936041,-2.1733351805184263e-14,2.2133351116787458e-13,7.250201435126186e-18,3.591563022216194e-18,3.625145273461475e-18,4.872032042137049e-15,ACBI1,9.26,36000.0,360,180,360,360,0.21209508879201905,2.5e-10
6.0,0.0005,0.0,55.33337666259541,0.001081491031588206,0.0010936945432423661,99.00000011915624,-2.1733352115339632e-14,2.2133350665038165e-13,8.749434709037943e-18,4.325964126352824e-18,4.374778172969465e-18,4.872029502572739e-15,ACBI1,9.26,36000.0,360,180,360,360,0.2559547922699536,2.5e-10
6.0,0.0005,0.0,55.333374289489356,0.0013021233575802006,0.0013198550509138647,99.00000000042053,-2.173335276706666e-14,2.2133349715795742e-13,1.0558664149606777e-17,5.208493430320802e-18,5.279420203655458e-18,4.87202643764301e-15,ACBI1,9.26,36000.0,360,180,360,360,0.3088843596477481,2.5e-10
6.0,0.0005,0.0,55.33336931248576,0.0015670283624822925,0.0015927804147513977,99.00000070033038,-2.1733354133934743e-14,2.2133347724994302e-13,1.274196902311455e-17,6.26811344992917e-18,6.371121659005591e-18,4.872022738477572e-15,ACBI1,9.26,36000.0,360,180,360,360,0.372759372031494,2.5e-10
6.0,0.0005,0.0,55.33335889836531,0.0018847604778899827,0.0019221395849281435,99.00000078953151,-2.1733356994121097e-14,2.2133343559346127e-13,1.537665706656176e-17,7.539041911559931e-18,7.688558339712575e-18,4.8720182734429386e-15,ACBI1,9.26,36000.0,360,180,360,360,0.44984326689694454,2.5e-10
6.0,0.0005,0.0,55.33333716730282,0.0022653809130033674,0.0023196000727851453,99.00000126321744,-2.1733362962655097e-14,2.2133334866921128e-13,1.8555977905854443e-17,9.06152365201347e-18,9.278400291140582e-18,4.872012883169524e-15,ACBI1,9.26,36000.0,360,180,360,360,0.5428675439323859,2.5e-10
6.0,0.0005,0.0,55.333291970875706,0.0027206581735998037,0.0027992406146648665,99.00000428298821,-2.1733375376564716e-14,2.2133316788350283e-13,2.239237497180542e-17,1.0882632694399214e-17,1.1196962458659466e-17,4.872006374275269e-15,ACBI1,9.26,36000.0,360,180,360,360,0.6551285568595507,2.5e-10
6.0,0.0005,0.0,55.33319834251714,0.003264265323060808,0.003378048578081451,99.00000500366039,-2.1733401094294383e-14,2.2133279337006858e-13,2.7021363971251483e-17,1.3057061292243232e-17,1.3512194312325806e-17,4.87199851124209e-15,ACBI1,9.26,36000.0,360,180,360,360,0.7906043210907697,2.5e-10
6.0,0.0005,0.0,55.33300530011548,0.00391195681090716,0.004076518919481736,99.00000513220422,-2.1733454121861853e-14,2.213320212004619e-13,3.260612054285496e-17,1.5647827243628642e-17,1.6306075677926944e-17,4.871989005528543e-15,ACBI1,9.26,36000.0,360,180,360,360,0.9540954763499939,2.5e-10
6.0,0.0005,0.0,55.33260953317446,0.0046816989105421675,0.004919374033050162,99.00000837476564,-2.173356284316878e-14,2.2133043813269783e-13,3.9342830029270225e-17,1.872679564216867e-17,1.967749613220065e-17,4.871977500329959e-15,ACBI1,9.26,36000.0,360,180,360,360,1.151395399326447,2.5e-10
6.0,0.0005,0.0,55.331803607177854,0.005593715875931983,0.005936425623077741,99.00003300865244,-2.1733784252980905e-14,2.213272144287114e-13,4.746677197485549e-17,2.2374863503727933e-17,2.3745702492310965e-17,4.871963548188635e-15,ACBI1,9.26,36000.0,360,180,360,360,1.3894954943731375,2.5e-10
6.0,0.0005,0.0,55.33017557033651,0.006670397750328558,0.007163599019744211,99.00012816051074,-2.173423154185796e-14,2.2132070228134601e-13,5.725893150057807e-17,2.668159100131423e-17,2.8654396078976846e-17,4.871946576557103e-15,ACBI1,9.26,36000.0,360,180,360,360,1.6768329368110073,2.5e-10
6.0,0.0005,0.0,55.326917975439095,0.007935993463482293,0.008644133083187407,99.00005159372158,-2.1735126552910527e-14,2.2130767190175638e-13,6.905255977028463e-17,3.1743973853929175e-17,3.457653233274963e-17,4.871925832904344e-15,ACBI1,9.26,36000.0,360,180,360,360,2.0235896477251565,2.5e-10
6.0,0.0005,0.0,55.32047275292412,0.009415980959391966,0.010429946178495386,99.0003828585423,-2.173689723594704e-14,2.2128189101169648e-13,8.323839312535365e-17,3.766392383756786e-17,4.171978471398155e-17,4.871900295440918e-15,ACBI1,9.26,36000.0,360,180,360,360,2.442053094548651,2.5e-10
6.0,0.0005,0.0,55.307888936134155,0.011135958239909335,0.012583102455018187,99.00106871762921,-2.174035352046699e-14,2.212315557445366e-13,1.0026594049092301e-16,4.454383295963734e-17,5.0332409820072747e-17,4.8718685277041106e-15,ACBI1,9.26,36000.0,360,180,360,360,2.9470517025518097,2.5e-10
6.0,0.0005,0.0,55.283700112854795,0.01311982493208609,0.015177187609452043,99.00122189293384,-2.174699323815794e-14,2.2113480045141919e-13,1.2063601269761392e-16,5.2479299728344365e-17,6.070875043780817e-17,4.871828445911764e-15,ACBI1,9.26,36000.0,360,180,360,360,3.5564803062231287,2.5e-10
6.0,0.0005,0.0,55.238044479741355,0.015386909887440677,0.01829814688665475,99.00261347811808,-2.1759509214063465e-14,2.209521779189654e-13,1.4487609844212984e-16,6.154763954976271e-17,7.319258754661901e-17,4.871776961018842e-15,ACBI1,9.26,36000.0,360,180,360,360,4.291934260128776,2.5e-10
6.0,0.0005,0.0,55.153683601730144,0.017947539519522437,0.022043652670293155,99.00365470581299,-2.1782575793194885e-14,2.2061473440692058e-13,1.7348509072999761e-16,7.179015807808976e-17,8.817461068117262e-17,4.871709462752885e-15,ACBI1,9.26,36000.0,360,180,360,360,5.17947467923121,2.5e-10
6.0,0.0005,0.0,55.00160488248152,0.020796362798558985,0.026519235440351476,99.0081472652532,-2.182395329032774e-14,2.200064195299261e-13,2.06827896811101e-16,8.318545119423595e-17,1.060769417614059e-16,4.8716191502159185e-15,ACBI1,9.26,36000.0,360,180,360,360,6.25055192527397,2.5e-10
6.0,0.0005,0.0,54.735167808701746,0.02390267849612705,0.031828168411488125,99.04089704082823,-2.1895792310570317e-14,2.1894067123480697e-13,2.4495651707130525e-16,9.56107139845082e-17,1.273126736459525e-16,4.871496312691767e-15,ACBI1,9.26,36000.0,360,180,360,360,7.543120063354615,2.5e-10
6.0,0.0005,0.0,54.283496145135004,0.027197364567907667,0.03805066059975033,99.05020069351296,-2.2015637853033828e-14,2.1713398458054003e-13,2.873394732236653e-16,1.0878945827163068e-16,1.5220264239900133e-16,4.871327853007421e-15,ACBI1,9.26,36000.0,360,180,360,360,9.102981779915218,2.5e-10
6.0,0.0005,0.0,53.54622644866255,0.030557347800519132,0.04520721602365591,99.05763675894922,-2.2205928972086786e-14,2.1418490579465018e-13,3.3250906751121694e-16,1.2222939120207653e-16,1.8082886409462365e-16,4.871097610674855e-15,ACBI1,9.26,36000.0,360,180,360,360,10.985411419875584,2.5e-10
6.0,0.0005,0.0,52.393697475703895,0.03379148957414491,0.053203221290502575,99.02494940292871,-2.2489867755964824e-14,2.0957478990281559e-13,3.777012564383717e-16,1.3516595829657966e-16,2.1281288516201029e-16,4.870788252945317e-15,ACBI1,9.26,36000.0,360,180,360,360,13.257113655901081,2.5e-10
6.0,0.0005,0.0,50.67832034863547,0.03663622957041598,0.0617602143691463,99.1138310713023,-2.2881069050365944e-14,2.0271328139454186e-13,4.18667071536493e-16,1.4654491828166392e-16,2.470408574765852e-16,4.8703853427683944e-15,ACBI1,9.26,36000.0,360,180,360,360,15.998587196060573,2.5e-10
6.0,0.0005,0.0,48.26216014628278,0.038773216825718375,0.07035594846615642,99.11743610706853,-2.336593558213936e-14,1.9304864058513114e-13,4.499315110376303e-16,1.550928673028735e-16,2.814237938646257e-16,4.869883251558055e-15,ACBI1,9.26,36000.0,360,180,360,360,19.306977288832496,2.5e-10
6.0,0.0005,0.0,45.06014742876011,0.03987949290507712,0.07821545704695072,99.31027538371822,-2.3882894047811507e-14,1.8024058971504045e-13,4.657486822557318e-16,1.595179716203085e-16,3.128618281878029e-16,4.86929081764264e-15,ACBI1,9.26,36000.0,360,180,360,360,23.29951810515372,2.5e-10
6.0,0.0005,0.0,41.08749872459594,0.03970815577049394,0.08440147629834392,99.21815496250035,-2.4310541627911738e-14,1.6434999489838377e-13,4.6171824039331575e-16,1.5883262308197578e-16,3.376059051933757e-16,4.868633093484759e-15,ACBI1,9.26,36000.0,360,180,360,360,28.11768697974228,2.5e-10
6.0,0.0005,0.0,36.48931114244732,0.03817520393865588,0.08802114451356174,99.51244248159638,-2.4480844975853706e-14,1.459572445697893e-13,4.3652045193228793e-16,1.5270081575462353e-16,3.52084578054247e-16,4.867946233930526e-15,ACBI1,9.26,36000.0,360,180,360,360,33.93221771895326,2.5e-10
6.0,0.0005,0.0,31.530416149311698,0.03541084884112783,0.08849412015765531,54.17418689913204,-2.4224513481124182e-14,1.261216645972468e-13,3.9284909044525516e-16,1.4164339536451133e-16,3.539764806306213e-16,4.867266610971433e-15,ACBI1,9.26,36000.0,360,180,360,360,40.94915062380423,2.5e-10
6.0,0.0005,0.0,26.540714393332475,0.03174100043785289,0.08575991399939378,99.41616489120096,-2.3433398400338555e-14,1.0616285757332991e-13,3.36846084654981e-16,1.2696400175141157e-16,3.4303965599757517e-16,4.866620034941096e-15,ACBI1,9.26,36000.0,360,180,360,360,49.417133613238335,2.5e-10
6.0,0.0005,0.0,21.836682083621866,0.027600337810270267,0.08030815017780583,99.73820265214044,-2.2106452130837716e-14,8.734672833448747e-14,2.7619703171630527e-16,1.1040135124108106e-16,3.2123260071122336e-16,4.866017568341701e-15,ACBI1,9.26,36000.0,360,180,360,360,59.63623316594643,2.5e-10
6.0,0.0005,0.0,17.653696909628017,0.02341756040818392,0.07301146101160352,99.13786323322114,-2.035183008459106e-14,7.061478763851207e-14,2.1787639761762627e-16,9.36702416327357e-17,2.920458440464141e-16,4.8654593637199644e-15,ACBI1,9.26,36000.0,360,180,360,360,71.96856730011514,2.5e-10
6.0,0.0005,0.0,14.114792684668654,0.019524439118183246,0.06485438890138412,99.85124138246796,-1.8346058651213363e-14,5.6459170738674614e-14,1.66620365129643e-16,7.809775647273298e-17,2.5941755560553646e-16,4.864942076268583e-15,ACBI1,9.26,36000.0,360,180,360,360,86.85113737513521,2.5e-10
6.0,0.0005,0.0,11.23850379371717,0.016117664540069982,0.05669139323878659,99.84398473906742,-1.6276545884784667e-14,4.495401517486868e-14,1.2456848411754587e-16,6.447065816027994e-17,2.2676557295514636e-16,4.864464246979875e-15,ACBI1,9.26,36000.0,360,180,360,360,104.81131341546853,2.5e-10
6.0,0.0005,0.0,8.970326947170058,0.013269501170200157,0.04911707881924597,99.809063625143,-1.4296282869112154e-14,3.5881307788680236e-14,9.179646107855939e-17,5.3078004680800623e-17,1.964683152769839e-16,4.864027447043725e-15,ACBI1,9.26,36000.0,360,180,360,360,126.48552168552958,2.5e-10
6.0,0.0005,0.0,7.218665341549739,0.010964332494574182,0.04245223027236948,99.83391751094828,-1.2503929888964202e-14,2.887466136619896e-14,6.717411438718296e-17,4.3857329978296735e-17,1.6980892108947794e-16,4.863634571019009e-15,ACBI1,9.26,36000.0,360,180,360,360,152.6417967175232,2.5e-10
6.0,0.0005,0.0,5.882975032006173,0.009138513527969589,0.03680057223078381,99.77462062845758,-1.094584509108557e-14,2.353190012802469e-14,4.911507788297069e-17,3.655405411187836e-17,1.4720228892313526e-16,4.863287673554387e-15,ACBI1,9.26,36000.0,360,180,360,360,184.20699693267144,2.5e-10
6.0,0.0005,0.0,4.870541232915427,0.0077110252343831264,0.03212645053710203,99.74028997441516,-9.629423457351166e-15,1.948216493166171e-14,3.605140684525015e-17,3.084410093753251e-17,1.2850580214840813e-16,4.862986756538032e-15,ACBI1,9.26,36000.0,360,180,360,360,222.29964825261933,2.5e-10
6.0,0.0005,0.0,4.103730244116038,0.006602074390981655,0.028322391335825533,99.82173712099274,-8.538422097882676e-15,1.6414920976464155e-14,2.665444879059427e-17,2.6408297563926624e-17,1.1328956534330213e-16,4.862729667027624e-15,ACBI1,9.26,36000.0,360,180,360,360,268.26957952797244,2.5e-10
6.0,0.0005,0.0,3.521230129514566,0.005741933762424033,0.025255675915349298,99.84885264641792,-7.64533737752801e-15,1.4084920518058265e-14,1.9891115431559877e-17,2.296773504969613e-17,1.0102270366139718e-16,4.862512655462883e-15,ACBI1,9.26,36000.0,360,180,360,360,323.74575428176433,2.5e-10
6.0,0.0005,0.0,3.076324971563462,0.0050736078141615714,0.022795186540714787,99.83148338712716,-6.919557435318136e-15,1.2305299886253848e-14,1.499848796379085e-17,2.0294431256646285e-17,9.118074616285916e-17,4.862331112189768e-15,ACBI1,9.26,36000.0,360,180,360,360,390.6939937054613,2.5e-10
6.0,0.0005,0.0,2.734159369986551,0.004552299401215147,0.020824123534452985,99.79753840864552,-6.331894004896815e-15,1.0936637479946204e-14,1.1430195450324478e-17,1.820919760486059e-17,8.329649413781194e-17,4.8621801975821e-15,ACBI1,9.26,36000.0,360,180,360,360,471.486636345739,2.5e-10
6.0,0.0005,0.0,2.469005752126499,0.004143585932849371,0.01924419370973914,99.84375856294965,-5.8566319720269185e-15,9.876023008505996e-15,8.801528731317292e-18,1.6574343731397484e-17,7.697677483895656e-17,4.862055269824542e-15,ACBI1,9.26,36000.0,360,180,360,360,568.9866029018293,2.5e-10
6.0,0.0005,0.0,2.2619429576487606,0.0038213283268152326,0.01797535999141958,99.69933526593739,-5.472116195225348e-15,9.047771830595043e-15,6.843636764837342e-18,1.528531330726093e-17,7.190143996567833e-17,4.861952122054741e-15,ACBI1,9.26,36000.0,360,180,360,360,686.6488450042998,2.5e-10
6.0,0.0005,0.0,2.0990371660980682,0.0035657699412436693,0.01695367265180825,99.8592191194219,-5.1605892525227e-15,8.396148664392273e-15,5.368809176281198e-18,1.4263079764974676e-17,6.7814690607233e-17,4.86186707952247e-15,ACBI1,9.26,36000.0,360,180,360,360,828.6427728546843,2.5e-10
6.0,0.0005,0.0,1.96997896843023,0.0033619754901165894,0.016128549553458552,99.74507868818434,-4.907712179603837e-15,7.879915873720921e-15,4.2455034897490346e-18,1.3447901960466357e-17,6.451419821383421e-17,4.861797009104168e-15,ACBI1,9.26,36000.0,360,180,360,360,1000.0,2.5e-10
6.0,0.0005,0.0,55.33337876079288,0.0004254273863336103,0.0004273028715030086,99.0000000010989,-2.1733351538924295e-14,2.2133351504317155e-13,3.4183876656203095e-18,1.7017095453344412e-18,1.7092114860120347e-18,4.871991533777461e-15,ACBI1,9.26,36000.0,360,180,360,360,0.1,2.5e-09
6.0,0.0005,0.0,55.3333787032957,0.0005129358150977077,0.0005156647002054613,99.00000000149757,-2.1733351554486722e-14,2.2133351481318283e-13,4.125274236198462e-18,2.051743260390831e-18,2.0626588008218453e-18,4.8719891275586876e-15,ACBI1,9.26,36000.0,360,180,360,360,0.12067926406393285,2.5e-09
6.0,0.0005,0.0,55.33337858188495,0.0006183286622864527,0.0006222985290178311,99.00000000711873,-2.1733351587347768e-14,2.213335143275398e-13,4.9783343365209535e-18,2.473314649145811e-18,2.4891941160713246e-18,4.871986223755469e-15,ACBI1,9.26,36000.0,360,180,360,360,0.14563484775012436,2.5e-09
6.0,0.0005,0.0,55.33337832574776,0.0007452087110206756,0.0007509826094385595,99.00000000787497,-2.173335165667552e-14,2.2133351330299104e-13,6.0077925930009194e-18,2.9808348440827027e-18,3.003930437754238e-18,4.871982719465508e-15,ACBI1,9.26,36000.0,360,180,360,360,0.1757510624854792,2.5e-09
6.0,0.0005,0.0,55.33337778596953,0.0008978809153857588,0.0009062763858625998,99.0000000383451,-2.1733351802777152e-14,2.2133351114387814e-13,7.25012193129036e-18,3.591523661543035e-18,3.6251055434504e-18,4.871978490496645e-15,ACBI1,9.26,36000.0,360,180,360,360,0.21209508879201905,2.5e-09
6.0,0.0005,0.0,55.333376649954026,0.0010814786118339764,0.0010936819828467545,99.00000011044612,-2.173335211026548e-14,2.213335065998161e-13,8.749334170469248e-18,4.325914447335906e-18,4.374727931387018e-18,4.8719733869507634e-15,ACBI1,9.26,36000.0,360,180,360,360,0.2559547922699536,2.5e-09
6.0,0.0005,0.0,55.33337426288879,0.0013021075794637006,0.001319839057174273,99.00000018828987,-2.1733352756388344e-14,2.2133349705155517e-13,1.0558536129254855e-17,5.208430317854803e-18,5.2793562286970924e-18,4.871967227879191e-15,ACBI1,9.26,36000.0,360,180,360,360,0.3088843596477481,2.5e-09
6.0,0.0005,0.0,55.33336925660183,0.0015670081765316788,0.0015927598958877585,99.00000018887565,-2.173335411149845e-14,2.213334770264073e-13,1.2741804782261833e-17,6.268032706126715e-18,6.371039583551034e-18,4.871959794800745e-15,ACBI1,9.26,36000.0,360,180,360,360,0.372759372031494,2.5e-09
6.0,0.0005,0.0,55.33335878118921,0.001884734459468633,0.001922113048654682,99.00000058475382,-2.173335694706415e-14,2.2133343512475687e-13,1.5376444661255635e-17,7.538937837874532e-18,7.688452194618728e-18,4.871950823812901e-15,ACBI1,9.26,36000.0,360,180,360,360,0.44984326689694454,2.5e-09
6.0,0.0005,0.0,55.333336922183165,0.002265347115002503,0.0023195654629617297,99.00000123776418,-2.173336286418383e-14,2.2133334768873266e-13,1.8555700880244143e-17,9.061388460010013e-18,9.27826185184692e-18,4.8719399959347616e-15,ACBI1,9.26,36000.0,360,180,360,360,0.5428675439323859,2.5e-09
6.0,0.0005,0.0,55.33329145954102,0.0027206139180433143,0.0027991950762297517,99.00000552460051,-2.1733375171067716e-14,2.2133316583816409e-13,2.2392010478597203e-17,1.0882455672173257e-17,1.1196780304919006e-17,4.871926925177042e-15,ACBI1,9.26,36000.0,360,180,360,360,0.6551285568595507,2.5e-09
6.0,0.0005,0.0,55.33319727940524,0.0032642069050349536,0.0033779881163658707,99.00000563838944,-2.1733400666848003e-14,2.21332789117621e-13,2.7020880049564496e-17,1.3056827620139814e-17,1.3511952465463483e-17,4.87191114358954e-15,ACBI1,9.26,36000.0,360,180,360,360,0.7906043210907697,2.5e-09
6.0,0.0005,0.0,55.333003098630215,0.003911879075228331,0.004076437901779884,99.00001304120954,-2.173345323620709e-14,2.213320123945209e-13,3.260547214009375e-17,1.5647516300913326e-17,1.6305751607119536e-17,4.8718920821194176e-15,ACBI1,9.26,36000.0,360,180,360,360,0.9540954763499939,2.5e-09
6.0,0.0005,0.0,55.33260499606381,0.004681594640188491,0.004919264449719716,99.00001485411347,-2.173356101664246e-14,2.2133041998425525e-13,3.93419531139812e-17,1.8726378560753964e-17,1.9677057798878865e-17,4.871869045374282e-15,ACBI1,9.26,36000.0,360,180,360,360,1.151395399326447,2.5e-09
6.0,0.0005,0.0,55.33179430950644,0.005593574893843172,0.005936275971393289,99.00010074701304,-2.173378050684295e-14,2.2132717723802576e-13,4.746557466736311e-17,2.2374299575372688e-17,2.3745103885573155e-17,4.871841177088349e-15,ACBI1,9.26,36000.0,360,180,360,360,1.3894954943731375,2.5e-09
6.0,0.0005,0.0,55.33015664533478,0.006670205566804539,0.007163392573281029,99.00001004657732,-2.1734223908933966e-14,2.2132062658133913e-13,5.725728037387078e-17,2.6680822267218157e-17,2.8653570293124115e-17,4.871807410850608e-15,ACBI1,9.26,36000.0,360,180,360,360,1.6768329368110073,2.5e-09
6.0,0.0005,0.0,55.32687976143481,0.007935729167249165,0.008643845114783845,99.00014510418364,-2.1735111120618887e-14,2.2130751904573926e-13,6.905025798602481e-17,3.1742916668996664e-17,3.457538045913538e-17,4.871766396914159e-15,ACBI1,9.26,36000.0,360,180,360,360,2.0235896477251565,2.5e-09
6.0,0.0005,0.0,55.3203963157895,0.009415613785785698,0.01042953931666949,99.00042998215729,-2.1736866318058487e-14,2.2128158526315802e-13,8.323514413558734e-17,3.766245514314279e-17,4.1718157266677965e-17,4.8717163900064206e-15,ACBI1,9.26,36000.0,360,180,360,360,2.442053094548651,2.5e-09
6.0,0.0005,0.0,55.30773773558766,0.011135441729800953,0.012582518571632796,99.00002923817591,-2.1740292234654185e-14,2.2123095094235062e-13,1.0026128520495325e-16,4.4541766919203816e-17,5.033007428653118e-17,4.871655074534841e-15,ACBI1,9.26,36000.0,360,180,360,360,2.9470517025518097,2.5e-09
6.0,0.0005,0.0,55.28340490307233,0.013119086601292343,0.015176333071733892,99.0035235775253,-2.174687325033092e-14,2.2113361961228935e-13,1.20629216581115e-16,5.247634640516937e-17,6.070533228693557e-17,4.871579293047801e-15,ACBI1,9.26,36000.0,360,180,360,360,3.5564803062231287,2.5e-09
6.0,0.0005,0.0,55.23747683976708,0.015385832520441303,0.018296864952849205,99.00359994090941,-2.1759277616359433e-14,2.2094990735906836e-13,1.4486594341174437e-16,6.154333008176521e-17,7.318745981139682e-17,4.871484634811097e-15,ACBI1,9.26,36000.0,360,180,360,360,4.291934260128776,2.5e-09
6.0,0.0005,0.0,55.15261140772295,0.01794592717575942,0.0220416711073455,99.01101870275079,-2.1782135947689422e-14,2.206104456308918e-13,1.73469488518324e-16,7.178370870303768e-17,8.8166684429382e-17,4.871364843624867e-15,ACBI1,9.26,36000.0,360,180,360,360,5.17947467923121,2.5e-09
6.0,0.0005,0.0,54.99962126336294,0.020793880178782843,0.026516067526856753,99.00903272758615,-2.1823132992766704e-14,2.1999848505345179e-13,2.06803180307979e-16,8.317552071513138e-17,1.0606427010742702e-16,4.871211037572617e-15,ACBI1,9.26,36000.0,360,180,360,360,6.25055192527397,2.5e-09
