,t,Target_deg,relative_Ternary,relative_all_Ternary,alpha,kon_T_binary
0,24,99.99999997442039,0.06252991343232918,0.06275435210736822,0.1,36000.0
0,24,99.99999994210044,0.07362202510403665,0.07393338554707934,0.11775020130253673,36000.0
0,24,99.99999987056573,0.08646486107705677,0.08689469918523503,0.13865109906787929,36000.0
0,24,99.99999970682684,0.10181197809544679,0.10240856712253582,0.16326194826060753,36000.0
0,24,99.99999934045948,0.11971758217614376,0.1205434705692342,0.19224127272730873,36000.0
0,24,99.99999851176445,0.1408535625724703,0.14199845700323196,0.22636448562296468,36000.0
0,24,99.99999666160814,0.16552052586530538,0.16710419138944058,0.26654463749849283,36000.0
0,24,99.99999250574973,0.1945291803196348,0.19672092388970794,0.3138568472155922,36000.0
0,24,99.99998322508378,0.2284796668693924,0.2315102427291744,0.369567069398155,36000.0
0,24,99.99996263972345,0.26807270959104523,0.27225598717200133,0.4351659681642131,36000.0
0,24,99.99991709779684,0.31427779749122,0.3200457655309167,0.5124088035134939,36000.0
0,24,99.99980840995819,0.3714181478850826,0.37950614847002634,0.6033623976290593,36000.0
0,24,99.99957829530527,0.4346637513163464,0.4457896606450726,0.7104604377920294,36000.0
0,24,99.99909814067753,0.5057202423349453,0.5208563137785832,0.8365685956749984,36000.0
0,24,99.99798873010707,0.5932526991775173,0.6142111269315447,0.9850612054411155,36000.0
0,24,99.99557264443612,0.6940290741490607,0.7229198506276148,1.1599115523601087,36000.0
0,24,99.99039002250221,0.8095116855578135,0.8491465158875423,1.3657981878354069,36000.0
0,24,99.97912847603904,0.944089888276991,0.9985347527016346,1.6082301155625904,36000.0
0,24,99.95519179806627,1.0981490643518441,1.1726725129053615,1.8936941984829694,36000.0
0,24,99.90412436412164,1.2758658796395073,1.3778654449176178,2.229828730768157,36000.0
0,24,99.79741090329321,1.4775080862483008,1.6165800436328908,2.6256278191813047,36000.0
0,24,99.58197879326505,1.7008170594793874,1.8887977212843003,3.091682042541392,36000.0
0,24,99.11874826685036,1.9611064987191906,2.2176652012239457,3.64046182872687,36000.0
0,24,98.24183851055452,2.2277773026622025,2.569813829368104,4.2866511316679,36000.0
0,24,96.49177791579693,2.509851239324025,2.96450082810498,5.047540336676421,36000.0
0,24,93.3302834710906,2.7630870003110894,3.3510147912096158,5.943488907263226,36000.0
0,24,87.61877085740622,2.9499594534677036,3.6907759245909264,6.99847015269639,36000.0
0,24,78.53933563185633,2.9865004076041854,3.869637990049185,8.240712692897953,36000.0
0,24,66.12037389004229,2.815143055739471,3.7909754712874904,9.703455784651036,36000.0
0,24,51.311517419305666,2.4343887797362593,3.4248747786248224,11.42583871972924,36000.0
0,24,36.96870806998164,1.9424947795511005,2.8702635746559335,13.453948092984373,36000.0
0,24,25.674040428892848,1.4799894784171463,2.3056251982979536,15.842050962627892,36000.0
0,24,17.361440338641003,1.091047555959237,1.8022551237029723,18.654046898944813,36000.0
0,24,11.796604561376176,0.8001168612461516,1.4056632482376465,21.96517777457714,36000.0
0,24,8.003273408539952,0.5821082243093141,1.0938238045108233,25.864041046024628,36000.0
0,24,5.6028747326046835,0.4323166157986138,0.869537819648975,30.45496039666474,36000.0
0,24,4.023412662740176,0.3265365041281557,0.7041612059092196,35.86077717368055,36000.0
0,24,2.9459197546043545,0.24970664642620075,0.578867806009585,42.22613731066302,36000.0
0,24,2.23889365345148,0.196437373576429,0.48837826080842855,49.721361685591305,36000.0
0,24,1.76356409133374,0.15891211310945197,0.42216663646243385,58.5470034751461,36000.0
0,24,1.4187837787217938,0.13057229022005415,0.37033835105102736,68.93921444858775,36000.0
0,24,1.1699046973633922,0.10937643216213709,0.3302249395521408,81.17606378959961,36000.0
0,24,0.9928266975860753,0.09383288653280968,0.29986559532609447,95.58497852172911,36000.0
0,24,0.8595697452420016,0.08183333364885546,0.2757456874962484,112.55150462432259,36000.0
