t,initial_BPD_ec_conc,initial_BPD_ic_conc,t,BPD_ec,BPD_ic,T,E3,BPD_T,BPD_E3,Ternary,T_Ub_1,T_Ub_2,T_Ub_3,T_Ub_4,BPD_T_Ub_1,BPD_T_Ub_2,BPD_T_Ub_3,BPD_T_Ub_4,Ternary_Ub_1,Ternary_Ub_2,Ternary_Ub_3,Ternary_Ub_4,percent_degradation,relative_target,relative_naked_ternary,relative_all_ternary,degradation_rate,naked_ternary_rate,poly_ub_target_rate,poly_ub_ternary_rate,total_target,total_target_ub,total_ternary,total_bpd_ic,total_poly_ub_target,total_poly_ub_ternary,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell,Conc_T_base,kprod
0.0,0.001,0.0,0.0,2.0000000000000002e-07,0.0,5.24e-13,5.24e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24e-13,0.0,0.0,0.0,0.0,0.0,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
0.24242424242424243,0.001,0.0,0.24242424242424243,1.9997301150743663e-07,1.0251560286616652e-16,5.151649044832825e-13,5.18715769521767e-13,1.0868433222403226e-17,1.410759297209414e-15,1.8083358632639582e-15,1.7117400454338237e-15,8.969767916704968e-16,4.62185443162668e-16,2.300829862803049e-16,4.281607140443125e-20,2.2499708324350973e-20,1.165944627709061e-20,7.023081420924598e-21,9.647839093821744e-16,5.1463749240973e-16,2.7444247547831874e-16,3.1127144048952977e-16,0.31482569420167295,99.68517430579833,0.34510226398167143,0.7392120574472731,-1.3640431897942023e-14,6.6158800215993e-15,8.986210465126938e-16,1.2086909150069942e-15,5.223503133623832e-13,3.3010692648547198e-15,3.873471181023711e-15,5.3976985126291215e-15,2.3009000936172584e-16,3.1127144048952977e-16,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
0.48484848484848486,0.001,0.0,0.48484848484848486,1.9995117573761682e-07,1.8454780503920918e-16,5.045587785808462e-13,5.144391140468649e-13,1.9163370904546383e-17,2.569222897399003e-15,3.234759631972789e-15,3.1155722458570195e-15,1.6446231210289266e-15,8.530408300283718e-16,4.269893042305859e-16,1.3033165277476233e-19,6.891968450976568e-20,3.587355539772234e-20,2.0222611950578467e-20,1.740291585073185e-15,9.36034083767918e-16,5.032349047353843e-16,5.773428501873879e-16,1.2194492640959993,98.780550735904,0.6173205404528224,1.3342868426978367,-2.4981580196166152e-14,5.198895018945532e-15,7.296098809330785e-16,9.904596763852216e-16,5.17610085856137e-13,6.040480848649535e-15,6.991663055736664e-15,9.764852476584057e-15,4.2700952684253645e-16,5.773428501873879e-16,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
0.7272727272727273,0.001,0.0,0.7272727272727273,1.99933686265213e-07,2.5370361634301025e-16,4.927675040903291e-13,5.110171489339079e-13,2.5729414843945497e-17,3.5321333406036106e-15,4.347343300117592e-15,4.210506053469932e-15,2.2337687616027782e-15,1.1641634567284664e-15,5.853504772142609e-16,2.359619775485925e-19,1.2535029508086045e-19,6.550181285476607e-20,3.6045967754521887e-20,2.3515179473141755e-15,1.2715363036537612e-15,6.871536596383487e-16,7.931665147647391e-16,2.5881292290591063,97.4118707709409,0.8296456679613725,1.8035720850169117,-3.376701167489209e-14,4.019477545144996e-15,5.805988659809338e-16,7.94458674366903e-16,5.104382028397303e-13,8.194251609068676e-15,9.450717725488617e-15,1.3262746957332422e-14,5.853865231820155e-16,7.931665147647391e-16,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
0.9696969696969697,0.001,0.0,0.9696969696969697,1.9991985609909945e-07,3.1183518860400047e-16,4.801728396060251e-13,5.083145465221894e-13,3.081700205406848e-17,4.3329655568041784e-15,5.199180538083768e-15,5.048995601358367e-15,2.6891259296071985e-15,1.4068200477909704e-15,7.099980058825392e-16,3.4328987858032545e-19,1.8304103332565394e-19,9.596872580707899e-20,5.2211911630950314e-20,2.8239355406533148e-15,1.5332107012853627e-15,8.318385176284324e-16,9.643226233561576e-16,4.310733086779635,95.68926691322037,0.9922100263518641,2.1665053284364566,-4.0344188930177364e-14,3.0418514693989275e-15,4.513071356144212e-16,6.219670499533301e-16,5.014117586252747e-13,9.855614096188417e-15,1.1352487921007033e-14,1.6028780180018627e-14,7.100502177941701e-16,9.643226233561576e-16,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
1.2121212121212122,0.001,0.0,1.2121212121212122,1.9990909525984074e-07,3.604736657496471e-16,4.670979973138234e-13,5.06215050852384e-13,3.465403928047588e-17,4.9979819380357194e-15,5.835500098768172e-15,5.675640628333783e-15,3.0324617447894992e-15,1.5913558999915367e-15,8.056066048044374e-16,4.42660243728728e-19,2.3674051918104595e-19,1.244737924423709e-19,6.73045531490726e-20,3.1800406337662466e-15,1.7321687128638928e-15,9.42741506827724e-16,1.0965162573552137e-15,6.2928330878410605,93.70716691215894,1.1136450570168268,2.440260917859017,-4.5042990023425585e-14,2.2364611542900085e-15,3.407764734439922e-16,4.728471756118179e-16,4.910255546197128e-13,1.1105936057027759e-14,1.2786967209581249e-14,1.818094803175559e-14,8.056739093575865e-16,1.0965162573552137e-15,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
1.4545454545454546,0.001,0.0,1.4545454545454546,1.999008949594993e-07,4.0091630530931304e-16,4.5381050556547795e-13,5.046183966108965e-13,3.744587612297477e-17,5.548305389005896e-15,6.294936530621696e-15,6.128481744714576e-15,3.282863516354675e-15,1.7271298657499045e-15,8.765645813673429e-16,5.289495355028221e-19,2.8359360973536306e-19,1.4945914796692512e-19,8.052720128704642e-20,3.4395997818441976e-15,1.8784830784048617e-15,1.0249774741468726e-15,1.1953011350808442e-15,8.454707694774726,91.54529230522527,1.2013237653858198,2.6399423664310064,-4.816843968205412e-14,1.5783100290324978e-15,2.4764267103778333e-16,3.460589019680937e-16,4.796973316793804e-13,1.201608223768099e-14,1.3833298000098472e-14,1.9821008100031147e-14,8.7664510856863e-16,1.1953011350808442e-15,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
1.696969696969697,0.001,0.0,1.696969696969697,1.998948158858622e-07,4.34284719078969e-16,4.40526790712994e-13,5.034380214297719e-13,3.9375414925873296e-17,6.001327214107793e-15,6.610476351198203e-15,6.439961114348191e-15,3.456971149309031e-15,1.8224983192192027e-15,9.268984323858483e-16,6.000289263421602e-19,3.223588916053921e-19,1.7021970699380336e-19,9.151565650408851e-20,3.619871447167519e-15,1.9811611673028907e-15,1.0832372638568616e-15,1.265905126595882e-15,10.730089575861669,89.26991042413833,1.2615412883966037,2.7787502588017854,-4.9996829944787226e-14,1.0456011265078777e-15,1.7030753577409013e-16,2.3999984790792745e-16,4.677743306224849e-13,1.2647513138443719e-14,1.4560651356121357e-14,2.103682282741544e-14,9.269899480423524e-16,1.265905126595882e-15,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
1.9393939393939394,0.001,0.0,1.9393939393939394,1.998904792998279e-07,4.615630474274334e-16,4.2741766093551437e-13,5.025993218780739e-13,4.0603514087083635e-17,6.3716597078224575e-15,6.8101920031218215e-15,6.6376641889512496e-15,3.569184687747691e-15,1.884829184498937e-15,9.602325101589708e-16,6.556896286773445e-19,3.5284782489711386e-19,1.8661638271156614e-19,1.0019699332653059e-19,3.735808089445943e-15,2.0481536079440207e-15,1.121741447218836e-15,1.3131232663740838e-15,13.064792216432707,86.9352077835673,1.2996549624278284,2.868133285134486,-5.077401130772725e-14,6.195195102847799e-16,1.0707012600992375e-16,1.527378892667023e-16,4.555404887858926e-13,1.305320592218646e-14,1.5029018414104707e-14,2.190414003427129e-14,9.603327071522974e-16,1.3131232663740838e-15,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
2.1818181818181817,0.001,0.0,2.1818181818181817,1.9988755983746053e-07,4.836230295395232e-16,4.1461414000766967e-13,5.020382383015265e-13,4.1269817028930847e-17,6.671784408830968e-15,6.917849828072929e-15,6.744930577656723e-15,3.6318621392617795e-15,1.920539824605916e-15,9.7977453731941e-16,6.968892744281602e-19,3.755231658879783e-19,1.988663082578653e-19,1.0668395634826713e-19,3.800252550360428e-15,2.0863907222736516e-15,1.1442239872503217e-15,1.341260201686667e-15,15.415291573303165,84.58470842669684,1.3202003488688796,2.9179345972603046,-5.071526049213312e-14,2.833034447600986e-16,5.620539589896796e-17,8.218106932907527e-17,4.432238721558914e-13,1.3278485041548753e-14,1.5289977289643996e-14,2.248803250774834e-14,9.798812212757581e-16,1.341260201686667e-15,ACBI1,9.26,36000.0,360,360,60,0,26,2.49e-11,1.0,5.24e-14
