t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.0,0.0005,0.0,90.05474537699024,1.051212885129506,1.9213275903105336,99.23305445147349,3.6021898150796097e-13,2.9343481257549644e-16,4.204851540518024e-15,7.685310361242134e-15,1.93097654043041e-15,ACBI1,9.26,36000.0,10,828.6427728546843
1.0,0.0005,0.0,89.92212537385143,1.0402555238386229,2.022555816042365,99.62670833120247,3.596885014954058e-13,2.8218067308950615e-16,4.1610220953544915e-15,8.09022326416946e-15,1.7634164151332154e-15,ACBI1,9.26,36000.0,10,1000.0
1.0,0.0005,0.0,90.57918657074187,0.0006438379407489452,0.000644626138250661,99.00000000000793,3.623167462829675e-13,1.430732034404983e-18,2.5753517629957807e-18,2.5785045530026435e-18,4.496930686810428e-15,ACBI1,9.26,36000.0,100,0.1
1.0,0.0005,0.0,90.57918657068126,0.0007767618236107488,0.0007779093933612863,99.00000000002271,3.6231674628272506e-13,1.7265489492759832e-18,3.1070472944429953e-18,3.1116375734451453e-18,4.496822731626608e-15,ACBI1,9.26,36000.0,100,0.12067926406393285
1.0,0.0005,0.0,90.57918657055285,0.0009370745030379646,0.0009387452015558377,99.00000000020383,3.623167462822114e-13,2.083516735516277e-18,3.748298012151859e-18,3.754980806223351e-18,4.496692437685851e-15,ACBI1,9.26,36000.0,100,0.14563484775012436
1.0,0.0005,0.0,90.57918657028104,0.0011303947858230137,0.0011328269163428633,99.00000000031186,3.623167462811242e-13,2.514270943405004e-18,4.521579143292055e-18,4.531307665371453e-18,4.496535178931184e-15,ACBI1,9.26,36000.0,100,0.1757510624854792
1.0,0.0005,0.0,90.57918656970463,0.001363482972180644,0.0013670232654504559,99.00000000062388,3.623167462788185e-13,3.0340554888750695e-18,5.453931888722576e-18,5.468093061801824e-18,4.496345369685151e-15,ACBI1,9.26,36000.0,100,0.21209508879201905
1.0,0.0005,0.0,90.57918656848489,0.001644467657460796,0.0016496205095169188,99.00000000057696,3.623167462739396e-13,3.661259948138693e-18,6.577870629843185e-18,6.598482038067674e-18,4.496116264852481e-15,ACBI1,9.26,36000.0,100,0.2559547922699536
1.0,0.0005,0.0,90.57918656590246,0.001983115269289138,0.001990614265683275,99.00000000050726,3.6231674626360983e-13,4.418066995202419e-18,7.932461077156554e-18,7.9624570627331e-18,4.495839718194254e-15,ACBI1,9.26,36000.0,100,0.3088843596477481
1.0,0.0005,0.0,90.57918656043775,0.0023911493186207795,0.0024020610777768753,98.99999999910861,3.6231674624175104e-13,5.331232309130346e-18,9.564597274483119e-18,9.608244311107501e-18,4.495505889727562e-15,ACBI1,9.26,36000.0,100,0.372759372031494
