t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.5918367346938775,0.1,0.0,3.2443497231659943,0.17163475932936775,0.47240953312547085,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
1.7142857142857142,0.1,0.0,3.0645403421665236,0.16220650103271494,0.44602689146747354,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
1.836734693877551,0.1,0.0,2.9515813059202305,0.1562820694153404,0.4294471561715691,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
1.9591836734693877,0.1,0.0,2.880631652656068,0.15256027433796684,0.4190308329824656,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.0816326530612246,0.1,0.0,2.8360741129763305,0.15022261639746323,0.41248799744664977,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.204081632653061,0.1,0.0,2.808093917560004,0.1487545164089566,0.40837878570495667,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.326530612244898,0.1,0.0,2.7905251254356123,0.14783261755913682,0.40579830600523964,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.4489795918367347,0.1,0.0,2.779494253536235,0.14725374714990636,0.40417795071328755,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.571428571428571,0.1,0.0,2.7725687939441532,0.14689029654526692,0.40316056861080884,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.693877551020408,0.1,0.0,2.7682209552134207,0.14666210914762298,0.40252180726017245,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.816326530612245,0.1,0.0,2.765491492494043,0.14651885286296704,0.40212078571351245,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
2.9387755102040813,0.1,0.0,2.763778049868737,0.14642891930907578,0.4018690285639396,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.061224489795918,0.1,0.0,2.762702456426501,0.14637246282824248,0.40171098418990625,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.183673469387755,0.1,0.0,2.7620272814636087,0.14633702283895228,0.40161177240185875,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.306122448979592,0.1,0.0,2.7616034661237445,0.14631477622500585,0.4015494940008359,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.4285714285714284,0.1,0.0,2.7613374386258904,0.14630081182127408,0.4015104009788709,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.5510204081632653,0.1,0.0,2.761170455082827,0.1462920463155625,0.40148586198898656,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.673469387755102,0.1,0.0,2.761065643440207,0.14628654433243715,0.4014704591269667,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.7959183673469385,0.1,0.0,2.7609998554951076,0.1462830908154867,0.4014607909210382,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
3.9183673469387754,0.1,0.0,2.760958562762883,0.14628092314293722,0.4014547224425521,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.040816326530612,0.1,0.0,2.7609326447779066,0.14627956255872918,0.4014509134234344,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.163265306122449,0.1,0.0,2.76091637719919,0.14627870857286981,0.4014485226425369,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.285714285714286,0.1,0.0,2.760906166791977,0.14627817256161404,0.40144702204513066,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.408163265306122,0.1,0.0,2.760899758225333,0.146277836131847,0.40144608018650485,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.530612244897959,0.1,0.0,2.760895735919216,0.14627762497219854,0.40144548902912136,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.653061224489796,0.1,0.0,2.7608932113316382,0.1462774924379138,0.40144511798873006,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.775510204081632,0.1,0.0,2.7608916268038497,0.14627740925399565,0.4014448851083058,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
4.8979591836734695,0.1,0.0,2.760890632284536,0.14627735704393272,0.40144473894162136,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.020408163265306,0.1,0.0,2.7608900080901977,0.14627732427501444,0.4014446472020354,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.142857142857142,0.1,0.0,2.760889616320698,0.14627730370786995,0.4014445896223752,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.26530612244898,0.1,0.0,2.760889370433034,0.14627729079921228,0.401444553483341,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.387755102040816,0.1,0.0,2.7608892161034913,0.1462772826971676,0.4014445308008603,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.5102040816326525,0.1,0.0,2.760889119242809,0.14627727761214174,0.4014445165648226,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.63265306122449,0.1,0.0,2.7608890584499144,0.14627727442061073,0.40144450762980766,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.755102040816326,0.1,0.0,2.760889020294232,0.1462772724174951,0.40144450202187903,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
5.877551020408163,0.1,0.0,2.7608889963466154,0.1462772711602802,0.40144449850217556,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
6.0,0.1,0.0,2.760888981316246,0.146277270371207,0.4014444962930823,-1.7608365881900623,ACBI1,9.26,36000.0,360,26.0
