,t,Target_deg,relative_Ternary,relative_all_Ternary,alpha,kon_T_binary
0,24,99.9974128371451,0.9710586126177279,1.0030898176821725,0.9850612054411155,3600.0
0,24,99.99428677243863,1.1360913567423252,1.1802667558809687,1.1599115523601087,3600.0
0,24,99.98749748366751,1.326391554171915,1.3871388690398856,1.3657981878354069,3600.0
0,24,99.97299033533568,1.5440524039392958,1.6272243437560645,1.6082301155625904,3600.0
0,24,99.9418326263631,1.7954152183270438,1.909254243424581,1.8936941984829694,3600.0
0,24,99.87526527652884,2.0844203009350055,2.240122180755026,2.229828730768157,3600.0
0,24,99.73302745647445,2.4162347949082363,2.6292373989253703,2.6256278191813047,3600.0
0,24,99.442972697865,2.781768161430135,3.070308757011038,3.091682042541392,3600.0
0,24,98.86472228028428,3.177965439889535,3.5650235844082188,3.64046182872687,3600.0
0,24,97.6685706653974,3.6134489859789856,4.133305664253481,4.2866511316679,3600.0
0,24,95.37051911812715,4.038081705262099,4.722989065341401,5.047540336676421,3600.0
0,24,91.42114280757137,4.379667244886807,5.247727671679983,5.943488907263226,3600.0
0,24,84.11787331860945,4.5816359004890455,5.6561866793945645,6.99847015269639,3600.0
0,24,73.81148125744983,4.5001481683080184,5.7321078383640485,8.240712692897953,3600.0
0,24,59.03822732748753,4.043966551491569,5.353811614835012,9.703455784651036,3600.0
0,24,43.64211026729342,3.3224474265455806,4.588135300662573,11.42583871972924,3600.0
0,24,30.52072834564622,2.557235542273188,3.697820559089856,13.453948092984373,3600.0
0,24,20.44863197244228,1.8737357910795684,2.8539117187355063,15.842050962627892,3600.0
0,24,13.57321896727235,1.3465578838750156,2.1691186629255896,18.654046898944813,3600.0
0,24,9.011249178214683,0.9593410529267851,1.6422593343270102,21.96517777457714,3600.0
0,24,6.092109498565778,0.6890523657194318,1.257945669865319,25.864041046024628,3600.0
0,24,4.187624316257778,0.4988453445821664,0.9756151685266091,30.45496039666474,3600.0
0,24,2.9915706795555974,0.3712664606336617,0.7780986502057036,35.86077717368055,3600.0
0,24,2.1956139324262667,0.28143154702679624,0.6332174731496051,42.22613731066302,3600.0
0,24,1.6696991461048503,0.21910829676761023,0.5286268675101304,49.721361685591305,3600.0
0,24,1.313348746316098,0.17510355624591442,0.45193267836063894,58.5470034751461,3600.0
0,24,1.05376218199972,0.14189447207960884,0.3919057813022474,68.93921444858775,3600.0
0,24,0.8737374768535875,0.11815927764480631,0.34748673491984555,81.17606378959961,3600.0
0,24,0.7404845074576513,0.10014586763660348,0.31267341266082677,95.58497852172911,3600.0
0,24,0.6432739155824481,0.08672795789087982,0.2859580407274679,112.55150462432259,3600.0
0,24,0.5688862230485721,0.07628212555895328,0.2645877599958875,132.52962326417386,3600.0
0,24,0.5120565726488833,0.0681870551797749,0.24761122385725803,156.0538981790582,3600.0
0,24,0.4684053709076681,0.06189615102701412,0.23412287490046652,183.75377924629683,3600.0
0,24,0.4337728902414522,0.05685701149206452,0.22310320541894757,216.3704449635334,3600.0
0,24,0.4063306292974482,0.05283246615677403,0.21414639063482968,254.77663450375516,3600.0
0,24,0.38424635815202535,0.04957266483981513,0.20677835652623397,300.0,3600.0
0,24,99.99999996730232,0.10250826611570937,0.10285180618133834,0.1,360000.0
0,24,99.99999992627369,0.12060150509601666,0.12107739051331193,0.11775020130253673,360000.0
0,24,99.9999998339218,0.1418440911903748,0.14250298576847478,0.13865109906787929,360000.0
0,24,99.99999962660394,0.1667586726064546,0.16767033902178166,0.16326194826060753,360000.0
0,24,99.9999991586302,0.1961314753301143,0.1973941851336457,0.19224127272730873,360000.0
0,24,99.99999810055397,0.230755608332315,0.23250611143662156,0.22636448562296468,360000.0
0,24,99.99999568791014,0.271779577061852,0.2742121347247229,0.26654463749849283,360000.0
0,24,99.99999039604207,0.3188595586436238,0.32221473766214936,0.3138568472155922,360000.0
0,24,99.99997849812962,0.37445789692155806,0.3790963576350141,0.369567069398155,360000.0
0,24,99.99995156133902,0.44025729491699156,0.44668756937540893,0.4351659681642131,360000.0
0,24,99.9998927527512,0.515784930576312,0.5246400203095766,0.5124088035134939,360000.0
0,24,99.99976721041477,0.6018201753560583,0.6139216117788653,0.6033623976290593,360000.0
0,24,99.99946209944372,0.7108998691725134,0.7278675497443747,0.7104604377920294,360000.0
0,24,99.99883832860151,0.8284043247339615,0.8515661031724946,0.8365685956749984,360000.0
0,24,99.99741283725041,0.9710585651129947,1.003089768610455,0.9850612054411155,360000.0
0,24,99.99428677263903,1.136091316941201,1.1802667145322303,1.1599115523601087,360000.0
0,24,99.98749748418626,1.3263915004590148,1.387138812866991,1.3657981878354069,360000.0
0,24,99.97299033652313,1.5440523372048531,1.6272242734269022,1.6082301155625904,360000.0
0,24,99.94183262886453,1.795415142019613,1.9092541622788446,1.8936941984829694,360000.0
0,24,99.8752652819759,2.084420210608193,2.2401220836809843,2.229828730768157,360000.0
0,24,99.73302746732658,2.4162346981071265,2.6292372935907764,2.6256278191813047,360000.0
0,24,99.44297272004319,2.7817680525145545,3.070308636798114,3.091682042541392,360000.0
0,24,98.864722329859,3.1779653024863714,3.5650234302701174,3.64046182872687,360000.0
0,24,97.6685707584675,3.613448844084571,4.133305501945098,4.2866511316679,360000.0
0,24,95.37051925816539,4.038081587870753,4.722988928039034,5.047540336676421,360000.0
0,24,91.42114328340747,4.379667002285642,5.247727380994633,5.943488907263226,360000.0
0,24,84.11787364997654,4.581635811504163,5.656186569539642,6.99847015269639,360000.0
0,24,73.81148255218163,4.5001479508293025,5.732107561348286,8.240712692897953,360000.0
0,24,59.03822841280121,4.043966448649273,5.353811478682011,9.703455784651036,360000.0
0,24,43.64211087127824,3.3224473911936636,4.588135251843381,11.42583871972924,360000.0
0,24,30.520729447714885,2.557235502124194,3.697820501033513,13.453948092984373,360000.0
0,24,20.448632886618547,1.8737357698250605,2.8539116863624945,15.842050962627892,360000.0
0,24,13.573219761859475,1.3465578716290294,2.169118643199014,18.654046898944813,360000.0
0,24,9.011249801703222,0.9593410464045172,1.6422593231618001,21.96517777457714,360000.0
0,24,6.0921100693149075,0.6890523615497567,1.2579456622530945,25.864041046024628,360000.0
0,24,4.1876247845627805,0.49884534215062,0.9756151637711232,30.45496039666474,360000.0
0,24,2.9915711464512684,0.3712664588480831,0.7780986464634958,35.86077717368055,360000.0
0,24,2.195614374892547,0.2814315457531018,0.6332174702838095,42.22613731066302,360000.0
0,24,1.669699596636387,0.21910829576239363,0.5286268650849153,49.721361685591305,360000.0
0,24,1.3133491933363863,0.17510355545128592,0.45193267630974554,58.5470034751461,360000.0
0,24,1.0537626082665534,0.14189447146698295,0.3919057796102023,68.93921444858775,360000.0
0,24,0.8737378950843344,0.11815927714505234,0.34748673345015113,81.17606378959961,360000.0
0,24,0.7404849260941652,0.10014586721310721,0.3126734113385937,95.58497852172911,360000.0
0,24,0.643274334024754,0.08672795752459897,0.28595803951976995,112.55150462432259,360000.0
0,24,0.5688866381322609,0.07628212523957997,0.2645877588881255,132.52962326417386,360000.0
0,24,0.5120569863638942,0.06818705489537344,0.2476112228244938,156.0538981790582,360000.0
0,24,0.4684057842704962,0.061896150769168545,0.23412287392516037,183.75377924629683,360000.0
0,24,0.4337733023391651,0.05685701125600586,0.2231032044926676,216.3704449635334,360000.0
0,24,0.4063310402504217,0.05283246593808583,0.21414638974841588,254.77663450375516,360000.0
0,24,0.3842467686823512,0.04957266463487012,0.2067783556713618,300.0,360000.0
