,t,Target_deg,relative_Ternary,relative_all_Ternary,alpha,Kd_T_binary
0,24,99.15853695273293,1.9487229524170302,2.200869075994078,35.86077717368055,92.6
0,24,98.2664097230338,2.227406455894345,2.5680989194942963,42.22613731066302,92.6
0,24,96.5655650286638,2.5070375110447363,2.958612658097956,49.721361685591305,92.6
0,24,93.51543118011332,2.759196159904353,3.341773280877775,58.5470034751461,92.6
0,24,88.04591460241521,2.949136435114915,3.6821489126007125,68.93921444858775,92.6
0,24,79.12519622172928,2.9964778572865907,3.874355836549228,81.17606378959961,92.6
0,24,66.81789029859544,2.8355195478325506,3.810034865326534,95.58497852172911,92.6
0,24,52.04866017051349,2.4621757109448743,3.455540519045451,112.55150462432259,92.6
0,24,37.69032961648141,1.9740866837136222,2.908121450338698,132.52962326417386,92.6
0,24,26.037827594364416,1.4991924033572106,2.330112637063075,156.0538981790582,92.6
0,24,17.713040823614495,1.1108466482819828,1.8287429630190446,183.75377924629683,92.6
0,24,11.95891544260294,0.810728117233191,1.420579599642917,216.3704449635334,92.6
0,24,8.152140487560722,0.5922699431911909,1.1087570459179992,254.77663450375516,92.6
0,24,5.6881711842992555,0.4387350648201272,0.8793920748539822,300.0,92.6
