,t,degradation,Ternary,all_Ternary,Dmax,alpha,ktransit_UPS
0,6.0,5.519521173163184,0.3840264766058385,0.7130893831325726,88.46981411961032,15.842050962627892,500
0,6.0,3.7392946273776553,0.276733599782212,0.5501081183387346,91.79618038967133,18.654046898944813,500
0,6.0,2.6350589776080917,0.20563617698514114,0.4383955513505036,93.49708436699353,21.96517777457714,500
0,6.0,1.9192343951620214,0.1566086895724886,0.35829622381720594,66.46096628424911,25.864041046024628,500
0,6.0,1.4435542658611598,0.12219334482011346,0.2998508933278579,94.17949514070703,30.45496039666474,500
0,6.0,1.1199964064491232,0.09763112477447408,0.25654612064088184,95.28186704920873,35.86077717368055,500
0,6.0,0.8948668082498711,0.07981029911357669,0.22398272200632127,94.90924060905024,42.22613731066302,500
0,6.0,0.734794567870863,0.06667201251224338,0.19915202839139073,95.54559285414692,49.721361685591305,500
0,6.0,0.6186427116635665,0.05683694741606657,0.17997054350257222,95.35808123823625,58.5470034751461,500
0,6.0,0.5327613527432975,0.04936851700209991,0.16497620001458357,97.66166018021542,68.93921444858775,500
0,6.0,0.46816249584267516,0.043621723807360624,0.153128787809669,97.5500116093183,81.17606378959961,500
0,6.0,0.4188129591616497,0.03914593606755024,0.1436778536586911,97.19676005154278,95.58497852172911,500
0,6.0,0.3805862563391867,0.03562174507193992,0.1360744659487609,100.1509700774442,112.55150462432259,500
0,6.0,0.35060834696889587,0.03281950927548115,0.12991166413429137,97.44623542221827,132.52962326417386,500
0,6.0,0.32684237175805514,0.030571817871378006,0.12488381366462017,97.89365285959026,156.0538981790582,500
0,6.0,0.3078206662578069,0.028754977803978673,0.12075853728629089,97.87050143645133,183.75377924629683,500
0,6.0,0.292468975741346,0.027276413698926773,0.11735709824667467,98.38314425369845,216.3704449635334,500
0,6.0,0.27998930103440106,0.026065986201507168,0.11454052486886895,97.93441252044002,254.77663450375516,500
0,6.0,0.26978060606903903,0.025069936842113453,0.11219967836052136,99.42594511859697,300.0,500
0,6.0,99.9999950176321,0.09480141867631722,0.09588181699091464,1.1986526593510405e-05,0.1,1000
0,6.0,99.99998883543847,0.1113868545778576,0.11288159073261746,2.3621674805074377e-05,0.11775020130253673,1000
0,6.0,99.99997502661549,0.1308241571813705,0.13289134556748594,5.6441817342101075e-05,0.13865109906787929,1000
0,6.0,99.99994425443141,0.1535848443562269,0.15644244772844762,0.00014371949651481586,0.16326194826060753,1000
0,6.0,99.99987586736945,0.180211258309862,0.1841594382283897,0.0002914959893574043,0.19224127272730873,1000
0,6.0,99.99972437128675,0.2113244689881123,0.2167760963076557,0.0008905757693189464,0.22636448562296468,1000
0,6.0,99.9993900180728,0.2476319270075331,0.2551541162564928,0.002732165323471314,0.26654463749849283,1000
0,6.0,99.99865531248741,0.28993422154801424,0.3003046849161234,0.005411642681441009,0.3138568472155922,1000
0,6.0,99.99704907953144,0.339129902131906,0.3534131024226307,0.006289386024793675,0.369567069398155,1000
0,6.0,99.99355828085274,0.396216618844239,0.41586615758130147,0.017491212275810852,0.4351659681642131,1000
0,6.0,99.98602406669252,0.4622854773335464,0.48928084364924257,0.018624700183744736,0.5124088035134939,1000
0,6.0,99.9698932837683,0.5385027173633912,0.5755302294487281,0.010171886967047516,0.6033623976290593,1000
0,6.0,99.93567949599787,0.6260669111377388,0.6767557250306927,0.1222734016414262,0.7104604377920294,1000
0,6.0,99.86390152193538,0.7261172850773941,0.7953398602764068,0.30920703708684494,0.8365685956749984,1000
0,6.0,99.71524220282325,0.8395425112244472,0.9337801179705193,0.7373936365047129,0.9850612054411155,1000
0,6.0,99.4120302769216,0.9665870916403662,1.0943331446413869,4.296255819398754,1.1599115523601087,1000
0,6.0,98.80496334570829,1.10605714317728,1.2781576980383256,0.6466008852620164,1.3657981878354069,1000
0,6.0,97.61742891986222,1.2537808722906283,1.4834378173712577,6.022093527715622,1.6082301155625904,1000
0,6.0,95.36348082073674,1.3998437179174121,1.7016418480078948,12.413458347685147,1.8936941984829694,1000
0,6.0,91.2576386266584,1.5243152555896629,1.9110125087276573,52.74241398909187,2.229828730768157,1000
0,6.0,84.20178666730182,1.5926800907314804,2.06790098235283,38.72840587077639,2.6256278191813047,1000
0,6.0,73.06628454833505,1.5566955247907104,2.102644560667682,29.44888023240797,3.091682042541392,1000
0,6.0,57.56753247810579,1.3734260506281963,1.9390191870882885,63.35053056429949,3.64046182872687,1000
0,6.0,39.595381209688156,1.0511416784459282,1.558700637729407,82.6326591634336,4.2866511316679,1000
0,6.0,23.40145880631732,0.686575050693937,1.0745114651171381,66.64941630470867,5.047540336676421,1000
0,6.0,12.692868371002582,0.4085811976733155,0.6779797997255709,82.74553185849615,5.943488907263226,1000
0,6.0,7.295927187982358,0.25572344615810577,0.45177223622139007,98.61854819203958,6.99847015269639,1000
0,6.0,4.672690067572245,0.17694772212752502,0.33397430081599105,2.0783162003376265,8.240712692897953,1000
0,6.0,3.1716654412925567,0.12874450965561218,0.2602782314625394,91.54329942577127,9.703455784651036,1000
0,6.0,2.2286394858001675,0.09621279137739457,0.2086608633356541,67.54479159492985,11.42583871972924,1000
0,6.0,1.6171085201718565,0.07368066690633038,0.17148134278303548,87.58583458211132,13.453948092984373,1000
0,6.0,1.210981900754771,0.05780827121433646,0.1442645506034911,94.73580598899557,15.842050962627892,1000
0,6.0,0.9349182423924327,0.04643926900781101,0.12403362580416159,97.50262965149071,18.654046898944813,1000
0,6.0,0.7429726213049788,0.03816075164201157,0.10877310623550132,95.94903342063118,21.96517777457714,1000
0,6.0,0.6066025455930516,0.03203589150979039,0.09710172095648113,96.73216367495925,25.864041046024628,1000
0,6.0,0.5077346667699264,0.02743547489336931,0.08806063179138836,98.91815151485636,30.45496039666474,1000
0,6.0,0.43470006487720647,0.02393102808647775,0.08097515747125876,99.65833437890272,35.86077717368055,1000
0,6.0,0.3798168173952834,0.02122656796248154,0.07536389062017688,98.26351025893473,42.22613731066302,1000
0,6.0,0.3379298697196287,0.01911464566364514,0.0708784837159232,100.6728100403549,49.721361685591305,1000
0,6.0,0.3055146529499299,0.017447747936861435,0.06726336850894456,97.24565137094089,58.5470034751461,1000
0,6.0,0.280117536943571,0.01611948005863485,0.06432851749189013,98.14440181931508,68.93921444858775,1000
0,6.0,0.26000064501884435,0.015052036514558203,0.06193081120064756,99.12980898242188,81.17606378959961,1000
0,6.0,0.24391262060831964,0.014187755627285756,0.059961139677915914,98.10979472715401,95.58497852172911,1000
0,6.0,0.23093825682069216,0.01348335619709438,0.05833536505457523,99.01389509749534,112.55150462432259,1000
0,6.0,0.22039828430689343,0.012905955665983869,0.05698791261704705,100.73235844785901,132.52962326417386,1000
0,6.0,0.2117815546742274,0.012430285373593378,0.05586717124650508,98.76741087994489,156.0538981790582,1000
0,6.0,0.2046984624044929,0.012036719498366374,0.054932153339582596,729.3771897583583,183.75377924629683,1000
0,6.0,0.19884849389468318,0.011709863400039345,0.054150041206679454,98.53394097908475,216.3704449635334,1000
0,6.0,0.19399730567853357,0.011437530871634327,0.053494364284615466,97.27122638965426,254.77663450375516,1000
0,6.0,0.1899603175452205,0.011209994754471623,0.05294363010901401,96.93695881648819,300.0,1000
0,6.0,99.99984925120836,0.09374496030567563,0.09588167672161962,0.0004102118840387803,0.1,2000
0,6.0,99.99966547718202,0.10993083107587923,0.11288122440050806,0.0007193957034079546,0.11775020130253673,2000
0,6.0,99.99926021173812,0.12881937500771537,0.13289039220709153,0.0004489325081902251,0.13865109906787929,2000
0,6.0,99.9983705164271,0.15082738932368073,0.15643997684283592,0.0017675534839556306,0.16326194826060753,2000
0,6.0,99.99642755500557,0.1764227302921507,0.18415306492069333,0.0018128311282339382,0.19224127272730873,2000
0,6.0,99.9922102806926,0.20612482634524357,0.21675974882476978,0.012672084344822476,0.22636448562296468,2000
0,6.0,99.98312144240656,0.24050142374252437,0.2551124567244414,0.04763435287569173,0.26654463749849283,2000
0,6.0,99.96369528265721,0.2801581128727154,0.30019931984320314,0.0264970089748906,0.3138568472155922,2000
0,6.0,99.9225733854475,0.32571358532283395,0.3531489444826217,0.17519809970015787,0.369567069398155,2000
0,6.0,99.8365022859115,0.3777458918872215,0.41521063804933245,0.5235960579437093,0.4351659681642131,2000
0,6.0,99.65872890615853,0.4366790162262716,0.4876735219791331,0.8340027345844381,0.5124088035134939,2000
0,6.0,99.2973371054316,0.5025476667571452,0.5716445702952332,1.094223957415641,0.6033623976290593,2000
0,6.0,98.57679100944534,0.5745220912126429,0.6675210339931101,2.1485166133085043,0.7104604377920294,2000
0,6.0,97.17494403398139,0.6499930704884287,0.7738496665975068,6.952333763073748,0.8365685956749984,2000
0,6.0,94.5342744525735,0.7229601594963541,0.8850965097394409,12.599046079239685,0.9850612054411155,2000
0,6.0,89.77677000786656,0.781657754658545,0.987912564567483,24.474127708018823,1.1599115523601087,2000
0,6.0,81.73683436749036,0.8064128741543043,1.0566524731489846,6.850903560896682,1.3657981878354069,2000
0,6.0,69.37250477485428,0.7715671909383282,1.0529275385297543,3.7547676403617114,1.6082301155625904,2000
0,6.0,52.83440958393991,0.6587377109227197,0.9407172475736763,63.89489314861279,1.8936941984829694,2000
0,6.0,34.75605883748887,0.48284436560558197,0.725084662275166,69.89430052310671,2.229828730768157,2000
0,6.0,19.729748935616392,0.30343845739938585,0.48146869116653007,77.59937375043151,2.6256278191813047,2000
0,6.0,10.647585588670175,0.18005490788912556,0.30323241466747164,84.69787029755452,3.091682042541392,2000
0,6.0,6.283802757688547,0.11601055217970836,0.20819930116857222,95.61180918045734,3.64046182872687,2000
0,6.0,4.08586165474674,0.08175735211502276,0.1568709186486047,81.04051722089483,4.2866511316679,2000
0,6.0,2.7830180638866144,0.059915922046807776,0.12319843916559906,93.32570714177638,5.047540336676421,2000
0,6.0,1.958384983956478,0.045033886957872214,0.0993546422919602,90.69389989216836,5.943488907263226,2000
0,6.0,1.42229191673887,0.03468552371799208,0.08211369063622342,99.41750770714938,6.99847015269639,2000
0,6.0,1.0654715116642859,0.027368063396448886,0.06944843731118408,95.43243299542128,8.240712692897953,2000
0,6.0,0.8224072258223987,0.022106647550850206,0.060001791986532646,94.76958018292112,9.703455784651036,2000
0,6.0,0.6530719215495159,0.01826099955507177,0.05285265092104432,98.88790974150407,11.42583871972924,2000
0,6.0,0.5325514162430872,0.01540546527164227,0.04736810748235876,96.44364090330309,13.453948092984373,2000
0,6.0,0.44503765905326104,0.013253308916502825,0.04310755064921927,97.86710103189978,15.842050962627892,2000
0,6.0,0.380303224187162,0.011608649022138706,0.03975999112428758,97.76205966507302,18.654046898944813,2000
0,6.0,0.3316015965055322,0.010335724252255575,0.03710282160106947,97.41652038578616,21.96517777457714,2000
0,6.0,0.29439679559878873,0.009339061777033348,0.03497444791739555,99.28518937063808,25.864041046024628,2000
0,6.0,0.26558203126050905,0.008550544993072702,0.03325594193936753,98.08479109401851,30.45496039666474,2000
0,6.0,0.24299102237132642,0.007920882692525989,0.03185860506388758,97.74194725303157,35.86077717368055,2000
0,6.0,0.2250871956311018,0.007413913350781088,0.030715438913324913,97.95023669605139,42.22613731066302,2000
0,6.0,0.21076272035153587,0.007002755140254031,0.029775224974585755,98.27562404325263,49.721361685591305,2000
0,6.0,0.19920644514159663,0.006667171105016268,0.028998365070495667,99.04002631228491,58.5470034751461,2000
0,6.0,0.18981573853139166,0.006391743601608003,0.028353923464458614,98.42445005323476,68.93921444858775,2000
0,6.0,0.18213673606945133,0.006164593959757028,0.02781749820858675,98.12138068644751,81.17606378959961,2000
0,6.0,0.17582324204402291,0.005976473718417071,0.027369671179640398,98.36262012396514,95.58497852172911,2000
0,6.0,0.17060805916902982,0.005820111986686266,0.026994866451881344,97.110175239417,112.55150462432259,2000
0,6.0,0.16628271355490815,0.005689741330324032,0.02668049997256691,97.99372678933237,132.52962326417386,2000
0,6.0,0.16268292705665438,0.005580749463390448,0.026416339300944426,94.63662785714605,156.0538981790582,2000
0,6.0,0.15967807516322632,0.005489420548533363,0.026194016442139516,98.08556948478856,183.75377924629683,2000
0,6.0,0.15716344313525127,0.005412740997947979,0.026006653425301493,99.40244314711963,216.3704449635334,2000
0,6.0,0.155054470439591,0.005348252183349592,0.02584857176328213,98.04672489946769,254.77663450375516,2000
0,6.0,0.15328242442237427,0.005293937608419185,0.025715064947507537,84.36224440247864,300.0,2000
0,6.0,99.99567950236418,0.09169757693587402,0.09587766422220778,0.010572358680172034,0.1,4000
0,6.0,99.99059137198464,0.1071210169001671,0.11287094436111363,0.029358146208569025,0.11775020130253673,4000
0,6.0,99.9796443122634,0.12496584969433305,0.1328642301665597,0.05611503094709036,0.13865109906787929,4000
0,6.0,99.95629259494588,0.14554230483498834,0.15637391142353452,0.08862985959398051,0.16326194826060753,4000
0,6.0,99.90697457071272,0.1691637768280075,0.18398773460160364,4.871400786849744,0.19224127272730873,4000
0,6.0,99.8040266859296,0.196114849795546,0.21635034214046905,0.5124157598761614,0.22636448562296468,4000
0,6.0,99.59207643345918,0.22658361059683324,0.25411109978203883,1.0909913577950014,0.26654463749849283,4000
0,6.0,99.1628813429731,0.2605212504948656,0.29778579932594207,2.4605073739463523,0.3138568472155922,4000
0,6.0,98.31131770709129,0.2973597909397979,0.3474341255114354,4.735259450907492,0.369567069398155,4000
0,6.0,96.66514750593895,0.33547549893275963,0.40197472148874996,7.699809341890607,0.4351659681642131,4000
0,6.0,93.59151230214592,0.37126959305429424,0.4578807893527927,15.777912559299468,0.5124088035134939,4000
0,6.0,88.12426084196302,0.39790065090809684,0.5071045349534221,3.1365197739057438,0.6033623976290593,4000
0,6.0,79.0599199382743,0.4044230161981102,0.5349331510681649,34.797618958800314,0.7104604377920294,4000
0,6.0,65.51903963787767,0.3777732679269697,0.5210020611766994,71.0403512451472,0.8365685956749984,4000
0,6.0,48.17945089285268,0.3113925049221291,0.44993319132201404,62.06333610043138,0.9850612054411155,4000
0,6.0,30.375713783629077,0.2187650353640485,0.33278355270939347,73.1503514842233,1.1599115523601087,4000
0,6.0,16.732388130454673,0.1334369963003376,0.21471605353210227,84.17916075964945,1.3657981878354069,4000
0,6.0,9.115851267396,0.07996663895941558,0.13671506882452308,87.43317002132166,1.6082301155625904,4000
0,6.0,5.529067521421426,0.05298913495172462,0.09662407952805152,87.15404243975581,1.8936941984829694,4000
0,6.0,3.6392934104832313,0.03783969518419745,0.07381892101343784,94.53215478790376,2.229828730768157,4000
0,6.0,2.4914266571985464,0.02790787949750955,0.05836749374866802,92.75219045749849,2.6256278191813047,4000
0,6.0,1.760556778715484,0.021098661548243334,0.04735226037711483,94.73331098850501,3.091682042541392,4000
0,6.0,1.2835349498759514,0.016345093480752918,0.039357242215061566,74.97513314302589,3.64046182872687,4000
0,6.0,0.9648092711613957,0.012970525151791694,0.03346281045690053,93.932306741809,4.2866511316679,4000
0,6.0,0.7468860491872927,0.010534597554125467,0.02905092078391284,95.01513611556572,5.047540336676421,4000
0,6.0,0.594530628090448,0.008747328739695383,0.025700956677017148,99.64867323748298,5.943488907263226,4000
0,6.0,0.4857406921378639,0.007415375734095008,0.0231230697927361,96.63065537384273,6.99847015269639,4000
0,6.0,0.40650923823452023,0.00640807975510332,0.021114846079121858,98.39307320401923,8.240712692897953,4000
0,6.0,0.3477438477243623,0.0056358820905849745,0.019532952772170896,98.22858898513289,9.703455784651036,4000
0,6.0,0.3034271215470723,0.005036497978528781,0.018274452129441135,7737.2052013746,11.42583871972924,4000
0,6.0,0.2695005652536505,0.004565975249019772,0.017264374611682266,97.18704682550351,13.453948092984373,4000
0,6.0,0.24317610496472566,0.004192848747862799,0.01644736828406574,97.84896975522209,15.842050962627892,4000
0,6.0,0.22250420420489164,0.003894273654105231,0.01578202348775326,96.13908151514993,18.654046898944813,4000
0,6.0,0.20609837768729478,0.003653436436527031,0.015236969772681633,99.92911345174143,21.96517777457714,4000
0,6.0,0.19295654994742895,0.003457799693456232,0.014788159033965926,99.25800747401762,25.864041046024628,4000
0,6.0,0.18234333745615283,0.0032978974509018,0.014416951258748903,99.60994345049463,30.45496039666474,4000
0,6.0,0.1737112578636448,0.003166498046368586,0.014108749412734486,99.95138086286698,35.86077717368055,4000
0,6.0,0.16664719279195178,0.0030580153376388976,0.013852014279139502,94.8738649746589,42.22613731066302,4000
0,6.0,0.16083547711363233,0.00296808960676943,0.013637545142029773,93.32236145410322,49.721361685591305,4000
0,6.0,0.1560320920126183,0.0028932857466783587,0.013457948544167944,97.80135762431654,58.5470034751461,4000
0,6.0,0.15204637616864533,0.0028308734115745607,0.013307241560148574,98.2205334788786,68.93921444858775,4000
0,6.0,0.14872789508181838,0.0027786650755363953,0.013180552317168057,98.1255829878309,81.17606378959961,4000
0,6.0,0.1459568947291255,0.0027348954425174023,0.013073891567421786,98.32142442877557,95.58497852172911,4000
0,6.0,0.14363727670076187,0.0026981306953825844,0.012983976714042009,135.05785884748192,112.55150462432259,4000
0,6.0,0.14169136828983364,0.002667199498908764,0.012908094956585955,98.13902569228975,132.52962326417386,4000
0,6.0,0.1400559851022451,0.002641140023156892,0.012843995903458048,96.53626279716876,156.0538981790582,4000
0,6.0,0.13867943481962253,0.002619158882274827,0.012789806596764574,100.03329717992912,183.75377924629683,4000
0,6.0,0.13751921372808515,0.002600599022186492,0.01274396374515618,98.34507838153198,216.3704449635334,4000
0,6.0,0.1365402185798386,0.0025849143934595824,0.012705159289224444,98.24286891866515,254.77663450375516,4000
0,6.0,0.1357133457455662,0.002571649816760149,0.012672296387015967,98.44952143179346,300.0,4000
0,6.0,99.69315044769942,0.08580850504207163,0.09558654550720232,0.6209951842164885,0.1,10000
0,6.0,99.3664525880995,0.09889537572962727,0.11216386540885599,-14.264033888295046,0.11775020130253673,10000
0,6.0,98.71249945809585,0.11328066683279907,0.13117425216947212,4.1743465897484455,0.13865109906787929,10000
0,6.0,97.43387982261022,0.12851638185107106,0.15241369530677307,9.266662798197768,0.16326194826060753,10000
0,6.0,95.00974426357726,0.14352551879992315,0.17493719321119294,13.572231068941832,0.19224127272730873,10000
0,6.0,90.60423271380303,0.1561317302068832,0.19633850048265136,16.488380969351446,0.22636448562296468,10000
0,6.0,83.06888872082331,0.1625728977663269,0.21181140767653597,59.62168593097259,0.26654463749849283,10000
0,6.0,71.28257194212878,0.15767407932002117,0.2137999952867401,46.61441723361621,0.3138568472155922,10000
0,6.0,55.14109817780164,0.13713175235546318,0.19444270952729503,30.74767990286237,0.369567069398155,10000
0,6.0,36.93047135945295,0.10267835002539767,0.1529850998783494,72.9683821904571,0.4351659681642131,10000
0,6.0,21.20360709711858,0.06551231143009148,0.10306254536321746,88.9548081959454,0.5124088035134939,10000
0,6.0,11.351262230138317,0.03872825242908536,0.06462463291997987,86.19859686685676,0.6033623976290593,10000
0,6.0,6.5698840897096575,0.024589972593324,0.04370191250245107,86.6656643666129,0.7104604377920294,10000
0,6.0,4.215007777883244,0.017190646233932485,0.03264993009480388,90.00136744221012,0.8365685956749984,10000
0,6.0,2.842120849810006,0.012545097033941138,0.025526444620637308,92.2504500095131,0.9850612054411155,10000
0,6.0,1.9796152135961012,0.009392938598564759,0.020504839746135987,86.67048581453953,1.1599115523601087,10000
0,6.0,1.422500081236499,0.0072071282703716376,0.016883598797261198,95.35181172296451,1.3657981878354069,10000
0,6.0,1.054064236310945,0.005665699992744601,0.01423017033525746,95.85383409607519,1.6082301155625904,10000
