t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,degradation_rate,naked_ternary_rate,poly_ub_target_rate,poly_ub_ternary_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,total_poly_ub_target,total_poly_ub_ternary,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell
0.0,0.001,0.0,100.0,0.0,0.0,99.00000001355016,-3.960000000000001e-14,0.0,0.0,0.0,4e-13,0.0,0.0,0.0,0.0,0.0,0.0,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
0.4897959183673469,0.001,0.0,95.26800117239692,0.010345361520069228,0.010408788073981618,99.00000001355016,-3.7707200780461446e-14,3.8591115904897117e-17,8.272618817876643e-25,5.441685653022694e-26,3.810720046895877e-13,1.1496108387089154e-17,4.1381446080276914e-17,4.1635152295926473e-17,6.923692071789056e-15,8.64810473734369e-25,5.719219934873123e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
0.9795918367346939,0.001,0.0,90.7621821838036,0.012695653411438147,0.012773610406834732,99.00000001355016,-3.5904873258186567e-14,6.62585660119893e-18,1.4562249748730923e-25,9.572209640101113e-27,3.630487287352144e-13,1.417393564821881e-17,5.0782613645752586e-17,5.109444162733893e-17,8.919478135088023e-15,1.067928266841516e-24,7.055162567479606e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
1.4693877551020407,0.001,0.0,86.47173214963053,0.012869869509348557,0.012948930786916824,99.00000001355016,-3.418869325043673e-14,-1.9145973024010185e-18,-3.8548298671942904e-26,-2.5579285706317065e-27,3.4588692859852207e-13,1.4382456177127347e-17,5.1479478037394225e-17,5.1795723147667306e-17,9.490257585643497e-15,1.0843598909838527e-24,7.162418283056221e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
1.9591836734693877,0.001,0.0,82.38635687923147,0.012472718150730963,0.012549349204502215,99.00000001355016,-3.255454313039621e-14,-4.06499916362462e-18,-8.516495024549207e-26,-5.628692535970421e-27,3.295454275169259e-13,1.3942217375787413e-17,4.989087260292385e-17,5.0197396818008856e-17,9.652205182947917e-15,1.051381301364411e-24,6.944275467504412e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
2.4489795918367347,0.001,0.0,78.49625423562925,0.011941116117803564,0.01201448366550559,99.00000001355016,-3.0998502056862614e-14,-4.481288673936839e-18,-9.430465710914686e-26,-6.2301844914341274e-27,3.13985016942517e-13,1.3348941497173392e-17,4.7764464471214254e-17,4.805793466202236e-17,9.697218167862614e-15,1.0067016483032616e-24,6.649088776372785e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
2.9387755102040813,0.001,0.0,74.7920907060895,0.011393147144485659,0.01146314861419209,99.00000001355016,-2.951683662842169e-14,-4.433216877101789e-18,-9.339291952568259e-26,-6.169356009834036e-27,2.99168362824358e-13,1.2736624615740518e-17,4.5572588577942635e-17,4.5852594456768363e-17,9.708867071806953e-15,9.605403849161318e-25,6.34418008870181e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
3.4285714285714284,0.001,0.0,71.26497863944267,0.010860007037824693,0.010926732990345257,99.00000001355016,-2.8105991785574623e-14,-4.266465876690523e-18,-8.990612456875297e-26,-5.938869718839648e-27,2.850599145577707e-13,1.2140682957663466e-17,4.344002815129877e-17,4.370693196138103e-17,9.711043765805756e-15,9.156015106418679e-25,6.047362263397882e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
3.9183673469387754,0.001,0.0,67.90645533824322,0.010349265634544726,0.010412853542294149,99.00000001355016,-2.6762582449584272e-14,-4.07476301440004e-18,-8.58734174367292e-26,-5.6724419142811846e-27,2.716258213529729e-13,1.156972654166635e-17,4.1397062538178905e-17,4.1651414169176595e-17,9.71057135380687e-15,8.725435067098345e-25,5.762971868888525e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
4.408163265306122,0.001,0.0,64.7084626045736,0.009862104141183027,0.00992269884349739,99.00000001355016,-2.5483385341322256e-14,-3.883272443338664e-18,-8.183974800882461e-26,-5.405982917960653e-27,2.5883385041829436e-13,1.1025116007154403e-17,3.944841656473211e-17,3.969079537398956e-17,9.709395387044271e-15,8.314714856969322e-25,5.491699738901769e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
4.8979591836734695,0.001,0.0,61.66332743057299,0.009398007288127787,0.00945575048814101,99.00000001355016,-2.426533125762904e-14,-3.6985057479181505e-18,-7.794630976894126e-26,-5.148795807274953e-27,2.4665330972229197e-13,1.0506286229998905e-17,3.7592029152511146e-17,3.7823001952564045e-17,9.708068574222245e-15,7.92343506868942e-25,5.233267935234959e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
5.387755102040816,0.001,0.0,58.763743605990584,0.008956038421648048,0.00901106607554714,99.00000001355016,-2.310549771437585e-14,-3.521914707055868e-18,-7.42247712278207e-26,-4.9029660633835415e-27,2.3505497442396234e-13,1.0012193057256937e-17,3.582415368659219e-17,3.604426430218856e-17,9.706746183557824e-15,7.550810075030404e-25,4.987157314862371e-26,ACBI1,9.26,36000.0,50,180,360,3,1,2.49e-11
