,t,degradation,Ternary,all_Ternary,alpha,Kd_T_binary
0,24,78.88628267939524,2.8060438592429766,3.627113946608977,0.1,0.08539999999999999
0,24,66.59399134431403,2.6595339569532435,3.5742408962435106,0.11775020130253673,0.08539999999999999
0,24,52.26589396436895,2.3280740563642017,3.26802205775468,0.13865109906787929,0.08539999999999999
0,24,38.43846622456484,1.8963609843046163,2.793842975627312,0.16326194826060753,0.08539999999999999
0,24,26.992290125885997,1.4643188687336752,2.2754489484595872,0.19224127272730873,0.08539999999999999
0,24,18.43214337412285,1.091227092533934,1.797386724501417,0.22636448562296468,0.08539999999999999
0,24,12.465295895506886,0.7989014824363835,1.4012920443615418,0.26654463749849283,0.08539999999999999
0,24,8.566526643368686,0.5883604830468445,1.101493441078664,0.3138568472155922,0.08539999999999999
0,24,5.984071282672756,0.43683228216225123,0.8755821017710254,0.369567069398155,0.08539999999999999
0,24,4.270619009234914,0.3286908994511555,0.7070745744040233,0.4351659681642131,0.08539999999999999
0,24,3.152472034974229,0.2534824368143244,0.5848153387015876,0.5124088035134939,0.08539999999999999
0,24,2.4084382997706664,0.20062648811186162,0.4953993712533295,0.6033623976290593,0.08539999999999999
0,24,1.8591905969118199,0.15966277838206872,0.4233580655723779,0.7104604377920294,0.08539999999999999
0,24,1.503307870302462,0.1319692403290614,0.3728218138705471,0.8365685956749984,0.08539999999999999
0,24,1.236465620250776,0.1104485766926989,0.3322000820947183,0.9850612054411155,0.08539999999999999
0,24,1.0439276754030202,0.09442569936352507,0.3009728359142469,1.1599115523601087,0.08539999999999999
0,24,0.9012697234399001,0.08223344463361704,0.27650650421660744,1.3657981878354069,0.08539999999999999
0,24,0.7945806310444251,0.0729068987220038,0.2572887659014345,1.6082301155625904,0.08539999999999999
0,24,0.7124115250286546,0.06558509229250678,0.24183813445284538,1.8936941984829694,0.08539999999999999
0,24,0.6482706177477975,0.05977587689102009,0.22931361435458228,2.229828730768157,0.08539999999999999
0,24,0.5974793134624559,0.05511148939485353,0.21906220098339393,2.6256278191813047,0.08539999999999999
0,24,0.5578908362625885,0.05143331116402646,0.210840259093332,3.091682042541392,0.08539999999999999
0,24,0.5264527229524968,0.048484077275787345,0.20415034664683207,3.64046182872687,0.08539999999999999
0,24,0.5001451725237643,0.04599601275119012,0.19843294204144224,4.2866511316679,0.08539999999999999
0,24,0.47905162091461656,0.043988061150903715,0.19376614700948927,5.047540336676421,0.08539999999999999
0,24,0.4624653822618754,0.04240449268145992,0.1900523964604772,5.943488907263226,0.08539999999999999
0,24,0.4476690690493714,0.04102225667997147,0.18681155721502626,6.99847015269639,0.08539999999999999
0,24,0.433837194737661,0.04019304111277445,0.18527375592833276,8.240712692897953,0.08539999999999999
0,24,0.37732471737458373,0.04564274693795326,0.20859407382877518,9.703455784651036,0.08539999999999999
0,24,0.41857680132482605,0.038146602751850736,0.17988362808508843,11.42583871972924,0.08539999999999999
0,24,0.41187460244084906,0.037492440962954114,0.1782979832413621,13.453948092984373,0.08539999999999999
0,24,0.40617360193259955,0.036934771802216444,0.17694082873052505,15.842050962627892,0.08539999999999999
0,24,0.4014467611109602,0.03647155072234114,0.17580966031393286,18.654046898944813,0.08539999999999999
0,24,0.2202167477093861,0.021351095854528677,0.07601719299898113,21.96517777457714,0.08539999999999999
0,24,0.37028303515431693,0.03378058401664516,0.16065262134545624,25.864041046024628,0.08539999999999999
0,24,0.3869105027468506,0.03511222292815216,0.17090340032598628,30.45496039666474,0.08539999999999999
0,24,0.38778657637035946,0.035146400518920096,0.17216385963764264,35.86077717368055,0.08539999999999999
0,24,0.38655132263698216,0.035011649037956456,0.17212035753916213,42.22613731066302,0.08539999999999999
0,24,0.38502639851361337,0.03485838561176623,0.1718050324206665,49.721361685591305,0.08539999999999999
0,24,0.38367418084754684,0.03472386061660948,0.1714954534052867,58.5470034751461,0.08539999999999999
0,24,0.38245458294602996,0.03460308991792076,0.1712039226710664,68.93921444858775,0.08539999999999999
0,24,0.38143815338153675,0.03450256016958683,0.17095761281262503,81.17606378959961,0.08539999999999999
0,24,0.38055638525792806,0.03441538106960178,0.1707426556213584,95.58497852172911,0.08539999999999999
0,24,0.3798207304534355,0.03434262711599099,0.17056280882011987,112.55150462432259,0.08539999999999999
0,24,0.3791893163192031,0.03428018925461455,0.1704080909114536,132.52962326417386,0.08539999999999999
0,24,0.3786540579984248,0.03422724892501327,0.17027676770478128,156.0538981790582,0.08539999999999999
0,24,0.37820440549446194,0.03418276791604353,0.17016634096498273,183.75377924629683,0.08539999999999999
0,24,0.37782002656541586,0.03414474137833969,0.17007187674365193,216.3704449635334,0.08539999999999999
0,24,0.37749469742071057,0.03411255727399089,0.16999188617731933,254.77663450375516,0.08539999999999999
0,24,0.37721707427957024,0.0340850979852187,0.16992360959330863,300.0,0.08539999999999999
0,24,99.99756222321619,0.8951212910576557,0.9247366883933653,0.1,0.854
0,24,99.99464662173443,1.0462144497637618,1.086970030010771,0.11775020130253673,0.854
0,24,99.98831487226482,1.2210152026166137,1.2770082680603163,0.13865109906787929,0.854
0,24,99.97467506278633,1.422524081753151,1.4992981764579876,0.16326194826060753,0.854
0,24,99.9453426501358,1.6551453424558837,1.760339368180304,0.19224127272730873,0.854
0,24,99.88268530390462,1.9224037104839362,2.0663675837467355,0.22636448562296468,0.854
0,24,99.74918353652342,2.2286971825230633,2.4256102414131226,0.26654463749849283,0.854
0,24,99.47858890198249,2.565234887293398,2.8316801175757242,0.3138568472155922,0.854
0,24,98.92512287843311,2.9387473952865806,3.2980494836585432,0.369567069398155,0.854
0,24,97.80931769096424,3.3403023829859406,3.8217900057712257,0.4351659681642131,0.854
0,24,95.69956835701211,3.732859767461298,4.36523254056782,0.5124088035134939,0.854
0,24,91.94502570920304,4.06705264660292,4.873814518755433,0.6033623976290593,0.854
0,24,84.89456950758868,4.280626337404644,5.287872708485469,0.7104604377920294,0.854
0,24,74.76130919991684,4.230963646758531,5.396175258026335,0.8365685956749984,0.854
0,24,60.68756681696311,3.8504951532846095,5.099723464250169,0.9850612054411155,0.854
0,24,45.360779236608934,3.202089677493044,4.423820767095122,1.1599115523601087,0.854
