t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha
6.0,0.0005,0.0,55.333378292039015,0.0008979933830477586,0.0009063899088850402,99.00000000604291,2.2133351316815608e-13,7.251037597801567e-18,3.591973532191034e-18,3.625559635540161e-18,4.872590520777807e-15,ACBI1,9.26,36000.0,360,180,100,360,0.21209508879201905
6.0,0.0005,0.0,55.33337771349374,0.0010816205843762149,0.0010938255631591633,99.00000004001039,2.2133351085397496e-13,8.750498133581637e-18,4.3264823375048595e-18,4.375302252636654e-18,4.872614777701544e-15,ACBI1,9.26,36000.0,360,180,100,360,0.2559547922699536
6.0,0.0005,0.0,55.33337649380458,0.0013022879823203365,0.001320021925590662,99.00000001413967,2.2133350597521832e-13,1.0560030701213397e-17,5.209151929281346e-18,5.2800877023626485e-18,4.872644050990573e-15,ACBI1,9.26,36000.0,360,180,100,360,0.3088843596477481
6.0,0.0005,0.0,55.333373925722874,0.0015672390582353395,0.0015929945858216624,99.00000005786376,2.2133349570289149e-13,1.274374782705581e-17,6.268956232941359e-18,6.371978343286649e-18,4.8726793780225295e-15,ACBI1,9.26,36000.0,360,180,100,360,0.372759372031494
6.0,0.0005,0.0,55.333368526911165,0.001885032224870998,0.001922416741712084,99.00000005865938,2.2133347410764467e-13,1.5379010091500678e-17,7.540128899483992e-18,7.689666966848337e-18,4.8727220106400585e-15,ACBI1,9.26,36000.0,360,180,100,360,0.44984326689694454
6.0,0.0005,0.0,55.33335719840666,0.002265734303427663,0.0023199619544478733,99.00000046069167,2.2133342879362668e-13,1.855915428789031e-17,9.062937213710652e-18,9.279847817791494e-18,4.8727734594002455e-15,ACBI1,9.26,36000.0,360,180,100,360,0.5428675439323859
6.0,0.0005,0.0,55.333333481641844,0.0027211218133038023,0.002799717701438074,99.00000105396852,2.2133333392656737e-13,2.2396772964798364e-17,1.088448725321521e-17,1.1198870805752296e-17,4.8728355468554566e-15,ACBI1,9.26,36000.0,360,180,100,360,0.6551285568595507
6.0,0.0005,0.0,55.333283967281254,0.0032648794681647427,0.0033786842258907743,99.00000010161017,2.2133313586912502e-13,2.7027645369841767e-17,1.305951787265897e-17,1.35147369035631e-17,4.872910471604636e-15,ACBI1,9.26,36000.0,360,180,100,360,0.7906043210907697
6.0,0.0005,0.0,55.33318094381715,0.003912779092895748,0.004077375961404535,99.0000059348066,2.2133272377526861e-13,3.261542545126727e-17,1.5651116371582994e-17,1.6309503845618142e-17,4.873000885098462e-15,ACBI1,9.26,36000.0,360,180,100,360,0.9540954763499939
6.0,0.0005,0.0,55.33296746810667,0.0046828138066990375,0.0049205458418392235,99.00001664486688,2.213318698724267e-13,3.9357183653897546e-17,1.8731255226796152e-17,1.9682183367356896e-17,4.8731099833675076e-15,ACBI1,9.26,36000.0,360,180,100,360,1.151395399326447
6.0,0.0005,0.0,55.33252734358576,0.005595251270646521,0.005938055686858659,99.00002274877852,2.2133010937434303e-13,4.7489857034199906e-17,2.2381005082586086e-17,2.3752222747434637e-17,4.873241615905662e-15,ACBI1,9.26,36000.0,360,180,100,360,1.3894954943731375
6.0,0.0005,0.0,55.331625481850786,0.006672555476773992,0.00716591747873019,99.00005506019149,2.2132650192740318e-13,5.729754953507372e-17,2.669022190709597e-17,2.866366991492076e-17,4.873400413767676e-15,ACBI1,9.26,36000.0,360,180,100,360,1.6768329368110073
6.0,0.0005,0.0,55.3297912122473,0.007939108023763384,0.008647528001473602,99.00011913698509,2.213191648489892e-13,6.911937000583369e-17,3.175643209505354e-17,3.459011200589441e-17,4.873591938438725e-15,ACBI1,9.26,36000.0,360,180,100,360,2.0235896477251565
6.0,0.0005,0.0,55.32609422315272,0.009420635210454258,0.010435106729527738,99.00002409820473,2.2130437689261088e-13,8.335696961326319e-17,3.7682540841817035e-17,4.174042691811095e-17,4.873822852282007e-15,ACBI1,9.26,36000.0,360,180,100,360,2.442053094548651
6.0,0.0005,0.0,55.31872433231882,0.011143212582377805,0.01259131031599853,99.00068338546365,2.212748973292753e-13,1.0047991801329509e-16,4.4572850329511225e-17,5.0365241263994127e-17,4.874101111064554e-15,ACBI1,9.26,36000.0,360,180,100,360,2.9470517025518097
6.0,0.0005,0.0,55.30422617601898,0.013131665861421105,0.01519090826480947,99.00036618038412,2.2121690470407592e-13,1.210251827929218e-16,5.252666344568442e-17,6.076363305923788e-17,4.874436181515127e-15,ACBI1,9.26,36000.0,360,180,100,360,3.5564803062231287
6.0,0.0005,0.0,55.27615620253198,0.015407103310017092,0.018322209266988385,99.00252990957725,2.211046248101279e-13,1.4558375939983586e-16,6.162841324006837e-17,7.328883706795354e-17,4.874839297909002e-15,ACBI1,9.26,36000.0,360,180,100,360,4.291934260128776
6.0,0.0005,0.0,55.222834995850164,0.017983184313245214,0.02208753306273706,99.0044071686402,2.2089133998340067e-13,1.747624478543685e-16,7.193273725298086e-17,8.835013225094825e-17,4.875323803350091e-15,ACBI1,9.26,36000.0,360,180,100,360,5.17947467923121
6.0,0.0005,0.0,55.12381159117052,0.020860552285661645,0.026601293616719514,99.01507507101331,2.204952463646821e-13,2.0910187381903343e-16,8.344220914264658e-17,1.0640517446687806e-16,4.8759056935764594e-15,ACBI1,9.26,36000.0,360,180,100,360,6.25055192527397
6.0,0.0005,0.0,54.9447523479068,0.024018699096923675,0.03198306344871058,99.01330549452476,2.197790093916272e-13,2.4892473832014397e-16,9.60747963876947e-17,1.2793225379484233e-16,4.8766046145635315e-15,ACBI1,9.26,36000.0,360,180,100,360,7.543120063354615
6.0,0.0005,0.0,54.630917884832364,0.027404595563699535,0.0383413630632375,99.02888753913997,2.1852367153932947e-13,2.94086400100117e-16,1.0961838225479815e-16,1.5336545225295e-16,4.877445748626921e-15,ACBI1,9.26,36000.0,360,180,100,360,9.102981779915218
6.0,0.0005,0.0,54.1004550136396,0.030918179866661163,0.04574245935700921,99.06453627805838,2.1640182005455842e-13,3.436151616482148e-16,1.2367271946664466e-16,1.8296983742803685e-16,4.878463125923776e-15,ACBI1,9.26,36000.0,360,180,100,360,10.985411419875584
6.0,0.0005,0.0,53.24053439939029,0.03439691919107197,0.054158925301327716,99.04294188964616,2.129621375975612e-13,3.9528039097134274e-16,1.375876767642879e-16,2.1663570120531087e-16,4.87970451888183e-15,ACBI1,9.26,36000.0,360,180,100,360,13.257113655901081
6.0,0.0005,0.0,51.91148389714706,0.03760556778231689,0.0633983961133624,99.0789250558066,2.0764593558858827e-13,4.452270371415553e-16,1.5042227112926757e-16,2.535935844534496e-16,4.881236466520287e-15,ACBI1,9.26,36000.0,360,180,100,360,15.998587196060573
6.0,0.0005,0.0,49.9649837424825,0.04024192626002996,0.07302736487962447,99.15513873446552,1.9985993496993e-13,4.879448713650005e-16,1.6096770504011986e-16,2.921094595184979e-16,4.883144472671394e-15,ACBI1,9.26,36000.0,360,180,100,360,19.306977288832496
6.0,0.0005,0.0,47.279510974643046,0.04197108075754337,0.08232691283155535,98.88495461355065,1.8911804389857218e-13,5.169046284653622e-16,1.6788432303017349e-16,3.293076513262214e-16,4.885519033343067e-15,ACBI1,9.26,36000.0,360,180,100,360,23.29951810515372
6.0,0.0005,0.0,43.80764340451078,0.042493400188486526,0.09033407423662723,99.08139482870124,1.752305736180431e-13,5.260295692432724e-16,1.6997360075394612e-16,3.6133629694650896e-16,4.8884177259110045e-15,ACBI1,9.26,36000.0,360,180,100,360,28.11768697974228
6.0,0.0005,0.0,39.61797494929441,0.041632902716218646,0.09600911373153477,99.076982359247,1.5847189979717762e-13,5.116952140584498e-16,1.6653161086487458e-16,3.840364549261391e-16,4.891804765783603e-15,ACBI1,9.26,36000.0,360,180,100,360,33.93221771895326
6.0,0.0005,0.0,34.907973634319475,0.03941090929281963,0.09850841490805175,99.35947916740396,1.3963189453727792e-13,4.743836025190441e-16,1.5764363717127852e-16,3.94033659632207e-16,4.895493387285281e-15,ACBI1,9.26,36000.0,360,180,100,360,40.94915062380423
6.0,0.0005,0.0,29.972754312056267,0.03606414534586325,0.09745956921083483,88.55760695642056,1.1989101724822506e-13,4.189866547494017e-16,1.44256581383453e-16,3.898382768433393e-16,4.89913605717799e-15,ACBI1,9.26,36000.0,360,180,100,360,49.417133613238335
6.0,0.0005,0.0,25.13747802020057,0.0319895342880091,0.09309832785569214,61.82834265938369,1.0054991208080228e-13,3.533971867465521e-16,1.2795813715203642e-16,3.7239331142276854e-16,4.902294624813875e-15,ACBI1,9.26,36000.0,360,180,100,360,59.63623316594643
6.0,0.0005,0.0,20.682298153656845,0.02763808743707648,0.08618805318749098,99.63701718501923,8.272919261462738e-14,2.8606538940092756e-16,1.1055234974830594e-16,3.4475221274996397e-16,4.90457185743591e-15,ACBI1,9.26,36000.0,360,180,100,360,71.96856730011514
6.0,0.0005,0.0,16.79137761852133,0.023406957055003678,0.07776677690816605,99.7127208093702,6.716551047408533e-14,2.2376866410051386e-16,9.362782822001471e-17,3.1106710763266424e-16,4.905736900092898e-15,ACBI1,9.26,36000.0,360,180,100,360,86.85113737513521
6.0,0.0005,0.0,13.540525761711963,0.019572188457881307,0.06885565658777258,99.61064285065753,5.4162103046847855e-14,1.7050559138447955e-16,7.828875383152523e-17,2.754226263510903e-16,4.9057784249610264e-15,ACBI1,9.26,36000.0,360,180,100,360,104.81131341546853
6.0,0.0005,0.0,10.916630193049128,0.01627490759688306,0.06025282713890657,99.8133710887314,4.366652077219651e-14,1.2760041606077193e-16,6.509963038753224e-17,2.410113085556263e-16,4.904870059584763e-15,ACBI1,9.26,36000.0,360,180,100,360,126.48552168552958
6.0,0.0005,0.0,8.851125474048684,0.01354629218425923,0.052458386370376815,99.79015457967941,3.540450189619474e-14,9.450829472051913e-17,5.418516873703693e-17,2.0983354548150726e-16,4.903284561104729e-15,ACBI1,9.26,36000.0,360,180,100,360,152.6417967175232
6.0,0.0005,0.0,7.251716421873176,0.011347290076933919,0.04570276779079641,99.53349644609459,2.9006865687492705e-14,6.973500581585115e-17,4.538916030773568e-17,1.8281107116318565e-16,4.90130712908882e-15,ACBI1,9.26,36000.0,360,180,100,360,184.20699693267144
6.0,0.0005,0.0,6.02458854550804,0.009604932797643373,0.04002319346808741,99.77812291246735,2.4098354182032162e-14,5.153026202617402e-17,3.8419731190573496e-17,1.6009277387234964e-16,4.899178616169844e-15,ACBI1,9.26,36000.0,360,180,100,360,222.29964825261933
6.0,0.0005,0.0,5.086363814124685,0.008237550413314412,0.03534356373832729,99.76701508146972,2.034545525649874e-14,3.827897156398999e-17,3.295020165325765e-17,1.4137425495330916e-16,4.8970732027545776e-15,ACBI1,9.26,36000.0,360,180,100,360,268.26957952797244
6.0,0.0005,0.0,4.368471299859016,0.007168799960363219,0.03153599847857715,99.78177683510246,1.7473885199436067e-14,2.8657525526324824e-17,2.8675199841452874e-17,1.2614399391430862e-16,4.895100214311643e-15,ACBI1,9.26,36000.0,360,180,100,360,323.74575428176433
6.0,0.0005,0.0,3.8171258059527147,0.006333601833113644,0.02845990773761997,99.83559619598593,1.526850322381086e-14,2.165308975472044e-17,2.5334407332454577e-17,1.1383963095047988e-16,4.893317328498871e-15,ACBI1,9.26,36000.0,360,180,100,360,390.6939937054613
6.0,0.0005,0.0,3.391329677694487,0.005679333446428368,0.025982891716692116,99.8678107340257,1.3565318710777949e-14,1.6521834497208505e-17,2.2717333785713473e-17,1.0393156686676848e-16,4.891746144596276e-15,ACBI1,9.26,36000.0,360,180,100,360,471.486636345739
6.0,0.0005,0.0,3.0603322126776735,0.005164741135321024,0.023989674025630896,99.85502025468563,1.2241328850710693e-14,1.2730375525804674e-17,2.0658964541284096e-17,9.595869610252359e-17,4.8903856200897765e-15,ACBI1,9.26,36000.0,360,180,100,360,568.9866029018293
