t,initial_BPD_ec_conc,initial_BPD_ic_conc,percent_degradation,relative_target,relative_naked_ternary,relative_all_ternary,Dmax,degradation_rate,naked_ternary_rate,poly_ub_target_rate,poly_ub_ternary_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,total_poly_ub_target,total_poly_ub_ternary,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell,Conc_T_base,kprod
1.0,0.001,0.0,0.0010647424722947108,99.9989352575277,0.2723190960864535,0.28174013912716295,0.025104716908164182,-1.2161293695962582e-18,1.1960421214824874e-16,4.431107006731186e-21,2.124289154459564e-22,5.239944207494452e-14,2.935954439910672e-16,1.4269520634930164e-16,1.4763183290263338e-16,2.1223624216120007e-14,3.533116319607424e-21,1.6291639789267404e-22,ACBI1,9.26,36000.0,360,180,360,0,0.6551285568595507,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.002198543816589904,99.99780145618341,0.3257714458947352,0.339384866524999,0.09467213238031347,-2.5092556786505108e-18,1.4286288250769612e-16,9.127136881773518e-21,5.280203270075819e-22,5.239884796304011e-14,3.5361891263231107e-16,1.7070423764884126e-16,1.7783767005909948e-16,2.1228313931415996e-14,7.29016492925435e-21,4.056420857221087e-22,ACBI1,9.26,36000.0,360,180,360,0,0.7906043210907697,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.004515429493480383,99.99548457050652,0.38902868670579344,0.4086690256085203,0.07175545460210708,-5.148899049446795e-18,1.7028580944816164e-16,1.8689591934618213e-20,1.304748210736102e-21,5.239763391494542e-14,4.2572639227546724e-16,2.0385103183383577e-16,2.1414256941886466e-16,2.1233951843013e-14,1.4959743207496258e-20,1.004434731474818e-21,ACBI1,9.26,36000.0,360,180,360,0,0.9540954763499939,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.009214873421569791,99.99078512657843,0.4635874090744045,0.4918691625896486,0.046985628486140296,-1.0496028230032686e-17,2.0245582059223072e-16,3.800180967575556e-20,3.201384234038302e-21,5.23951714063271e-14,5.122507368897971e-16,2.42919802354988e-16,2.5773944119697585e-16,2.1240724186716215e-14,3.04969099921883e-20,2.4707973626366637e-21,ACBI1,9.26,36000.0,360,180,360,0,1.151395399326447,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.018662940813669593,99.98133705918633,0.5510358202910917,0.5916682145208106,0.7920871225926773,-2.1228997769501692e-17,2.39956245953138e-16,7.662052807853792e-20,7.788987804033264e-21,5.2390220619013646e-14,6.159133473371715e-16,2.88742769832532e-16,3.1003414440890477e-16,2.124885109548814e-14,6.168593296705827e-20,6.030333034922965e-21,ACBI1,9.26,36000.0,360,180,360,0,1.3894954943731375,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.03745885870981169,99.96254114129019,0.6529865189556401,0.7112025985915469,1.4693074932601635,-4.253849711898544e-17,2.8331588244105354e-16,1.5293161666640285e-19,1.8759949985466463e-20,5.238037155803607e-14,7.398426752371625e-16,3.421649359327554e-16,3.726701616619706e-16,2.125859125110542e-14,1.2361483698688976e-19,1.4581018741074287e-20,ACBI1,9.26,36000.0,360,180,360,0,1.6768329368110073,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.07438620267181761,99.92561379732818,0.7709611644748143,0.8540923920093689,0.2832369901520915,-8.429876136248812e-17,3.329121320766114e-16,3.015646516125991e-19,4.463864673860025e-20,5.236102162979997e-14,8.875500708398228e-16,4.0398365018480274e-16,4.475444134129093e-16,2.1270246063183076e-14,2.4499055106309256e-19,3.4867007824179246e-20,ACBI1,9.26,36000.0,360,180,360,0,2.0235896477251565,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.14586623910118135,99.85413376089882,0.9062018933264467,1.024428293083795,2.5211914871636654,-1.6487193612795607e-16,3.888030975620567e-16,5.860180838486792e-19,1.0467408112800191e-19,5.232356609071098e-14,1.062817956133183e-15,4.748497921030581e-16,5.368004255759086e-16,2.1284162214004717e-14,4.792092418247633e-19,8.228523541738525e-20,ACBI1,9.26,36000.0,360,180,360,0,2.442053094548651,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.281817253729443,99.71818274627056,1.059371862491312,1.2266643159298103,7.090748022638193,-3.1746208289041126e-16,4.504406787913927e-16,1.118741554041524e-18,2.4113742423570056e-19,5.225232775904578e-14,1.269421206530801e-15,5.551108559454475e-16,6.427721015472206e-16,2.1300730327442634e-14,9.22859186072438e-19,1.9118059137149886e-19,ACBI1,9.26,36000.0,360,180,360,0,2.9470517025518097,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.5350592661568925,99.46494073384311,1.2300917704923828,1.465323233485786,45.89424845530807,-6.000460930839166e-16,5.161931829397261e-16,2.089743522943494e-18,5.435744850504866e-19,5.2119628944533795e-14,1.5105522887609747e-15,6.445680877380086e-16,7.678293743465519e-16,2.1320375685991723e-14,1.744675551751751e-18,4.360251016433109e-19,ACBI1,9.26,36000.0,360,180,360,0,3.5564803062231287,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,0.9952960882658175,99.00470391173418,1.4162476030132785,1.7443595138007997,18.00860358018991,-1.109427508897668e-15,5.825906849023001e-16,3.799369617153869e-18,1.1927856728425571e-18,5.187846484974871e-14,1.7877606967912956e-15,7.42113743978958e-16,9.14044385231619e-16,2.13435341370684e-14,3.2266139553415314e-18,9.72759623618963e-19,ACBI1,9.26,36000.0,360,180,360,0,4.291934260128776,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,1.8076509927009852,98.19234900729901,1.6130183306801087,2.065952952833185,12.306208305942567,-1.9979997901645317e-15,6.432376631362698e-16,6.676013809048674e-18,2.5302304516445833e-18,5.145279087982469e-14,2.0991807932221246e-15,8.45221605276377e-16,1.082559347284589e-15,2.137060289097818e-14,5.813113061617838e-18,2.1139710362681567e-18,ACBI1,9.26,36000.0,360,180,360,0,5.17947467923121,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,3.192778741591553,96.80722125840845,1.811655028620756,2.428473385371413,62.41364174710018,-3.487057069185707e-15,6.874922483332032e-16,1.1228539864215989e-17,5.140006356443092e-18,5.072698393940603e-14,2.4368959071704255e-15,9.493072349972762e-16,1.2725200539346205e-15,2.140185345916882e-14,1.0150996320125072e-17,4.452446785624568e-18,ACBI1,9.26,36000.0,360,180,360,0,6.25055192527397,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,5.459833982964554,94.54016601703545,1.9982569708557725,2.8234750160291164,56.934089294225785,-5.862046334744616e-15,6.993882100657287e-16,1.7836063506654977e-17,9.870199327178428e-18,4.953904699292657e-14,2.7836254860037386e-15,1.0470866527284248e-15,1.4795009083992572e-15,2.143729664242051e-14,1.7078171209589517e-17,9.034417257462017e-18,ACBI1,9.26,36000.0,360,180,360,0,7.543120063354615,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,8.995598098477103,91.0044019015229,2.153165132195639,3.232018303809182,54.45840466603211,-9.425112206999543e-15,6.578886708849729e-16,2.6242903089765112e-17,1.7586355554382475e-17,4.7686306596398e-14,3.1096865954817235e-15,1.1282585292705149e-15,1.6935775911960114e-15,2.1476504048266803e-14,2.7490226520444164e-17,1.753800915552776e-17,ACBI1,9.26,36000.0,360,180,360,0,9.102981779915218,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,14.207350131304551,85.79264986869545,2.252008019454545,3.6214889571389346,93.12682743919495,-1.4377987755209608e-14,5.401220423413899e-16,3.469029781345006e-17,2.825262960391761e-17,4.495534853119642e-14,3.3723010936678244e-15,1.1800522021941816e-15,1.897660213540802e-15,2.1518422940834482e-14,4.200681361691746e-17,3.2318508505987145e-17,ACBI1,9.26,36000.0,360,180,360,0,10.985411419875584,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,21.403631333077954,78.59636866692205,2.26950489993988,3.9451743619065742,84.56481832585239,-2.063152970408867e-14,3.290243818277962e-16,3.891156705714906e-17,3.8848090087478146e-17,4.118449718146715e-14,3.5201289369225846e-15,1.1892205675684971e-15,2.067271365639045e-15,2.1561266626146486e-14,6.042522218317274e-17,5.606399011690884e-17,ACBI1,9.26,36000.0,360,180,360,0,13.257113655901081,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,30.62678172122503,69.37321827877497,2.1863332992816495,4.14741071919971,97.38996175216926,-2.7601067455869254e-14,2.4946473402562568e-17,3.178496417285468e-17,4.010475944183903e-17,3.6351566378078085e-14,3.5050910948479977e-15,1.1456386488235844e-15,2.1732432168606484e-15,2.1602595583857224e-14,8.112753005016958e-17,9.078072817722221e-17,ACBI1,9.26,36000.0,360,180,360,0,15.998587196060573,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,41.50110960500718,58.49889039499282,1.997549831818531,4.176067284564864,90.35340457839072,-3.413003514569935e-14,-3.428024727407019e-16,4.959547987570144e-18,1.3690188906018343e-17,3.065341856697624e-14,3.300052385737153e-15,1.0467161118729103e-15,2.188259257111989e-15,2.1639684101171373e-14,1.0084637024722727e-16,1.3610900662001751e-16,ACBI1,9.26,36000.0,360,180,360,0,19.306977288832496,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,53.19915610646851,46.80084389353149,1.718962118479412,4.000869787775648,92.57505061690104,-3.871267033376233e-14,-7.124234703872345e-16,-4.661583946135386e-17,-6.59452832728051e-17,2.4523642200210503e-14,2.9156209540900064e-15,9.007361500832118e-16,2.0964557687944396e-15,2.1670166902755446e-14,1.1527862809372566e-16,1.8768076657303976e-16,ACBI1,9.26,36000.0,360,180,360,0,23.29951810515372,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,64.6051457861606,35.394854213839395,1.3869942791697765,3.6310983052437185,99.12529983186117,-4.006043870487348e-14,-1.0031329668619157e-15,-1.1862605266454814e-16,-2.20075749897453e-16,1.8546903608051843e-14,2.4056711233833326e-15,7.267850022849629e-16,1.9026955119477086e-15,2.16928019486313e-14,1.206826342890784e-16,2.3701994904058526e-16,ACBI1,9.26,36000.0,360,180,360,0,28.11768697974228,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,74.64719671423236,25.352803285767628,1.049512147998448,3.121926123057616,89.81003761831748,-3.776778709931561e-14,-1.147598195309834e-15,-1.9477127245723661e-16,-4.4624529569993e-16,1.3284868921742239e-14,1.853837295082946e-15,5.499443655511867e-16,1.635889288482191e-15,2.1708044652001946e-14,1.1577583390872583e-16,2.7429568944933025e-16,ACBI1,9.26,36000.0,360,180,360,0,33.93221771895326,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,82.63707586446928,17.362924135530715,0.7502393388256077,2.5604253981852776,97.08570520510187,-3.259913266331599e-14,-1.1273819229882637e-15,-2.5300810370061917e-16,-7.066009648882215e-16,9.098172247018094e-15,1.3441485848094055e-15,3.9312541354461846e-16,1.3416629086490856e-15,2.1718118439117327e-14,1.0258143177392826e-16,2.9315319675690837e-16,ACBI1,9.26,36000.0,360,180,360,0,40.94915062380423,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,88.42277031709946,11.577229682900542,0.515017571879311,2.03461145046475,98.4793398411757,-2.6097146989436758e-14,-9.823032922410146e-16,-2.784119174331998e-16,-9.42853996770035e-16,6.066468353839884e-15,9.320317866251577e-16,2.6986920766475895e-16,1.066136400043529e-15,2.1726482476149527e-14,8.536250042792434e-17,2.942275287605982e-16,ACBI1,9.26,36000.0,360,180,360,0,49.417133613238335,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,92.28851203712838,7.71148796287161,0.3480413778053221,1.6040485437718102,98.5239097619799,-1.9789031361012782e-14,-7.825437942386778e-16,-2.713937780333066e-16,-1.1113823558879e-15,4.040819692544724e-15,6.333295093405768e-16,1.823736819699888e-16,8.405214369364285e-16,2.173696394468102e-14,6.840263719932865e-17,2.8437140587336306e-16,ACBI1,9.26,36000.0,360,180,360,0,59.63623316594643,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,94.71637806217502,5.2836219378249725,0.23841154013697524,1.2900293757917614,97.9872548273026,-1.460568774788976e-14,-5.889563703621793e-16,-2.440855311427364e-16,-1.2066647151543585e-15,2.7686178954202858e-15,4.340295174467423e-16,1.2492764703177503e-16,6.759753929148829e-16,2.1753027969423186e-14,5.4357849884299296e-17,2.726093698207333e-16,ACBI1,9.26,36000.0,360,180,360,0,71.96856730011514,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,96.17666805791359,3.8233319420864094,0.17004665658108456,1.085623685855236,97.77593173552751,-1.0814279349824612e-14,-4.3318753701237697e-16,-2.1070117664762498e-16,-1.2561985151042681e-15,2.0034259376532787e-15,3.0814301996437594e-16,8.910444804848832e-17,5.688668113881436e-16,2.1777488397493086e-14,4.40387132112758e-17,2.664955027406186e-16,ACBI1,9.26,36000.0,360,180,360,0,86.85113737513521,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.02676552773902,2.9732344722609874,0.12854447125283122,0.9724501171277692,98.49873274153106,-8.275585111560902e-15,-3.2160028590932656e-16,-1.811350459484685e-16,-1.3017339318476227e-15,1.5579748634647576e-15,2.31004667925308e-16,6.735730293648357e-17,5.095638613749511e-16,2.1812620735809964e-14,3.71105211811512e-17,2.710391446312919e-16,ACBI1,9.26,36000.0,360,180,360,0,104.81131341546853,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.49920405041226,2.500795949587746,0.1036087020107438,0.9334318220384981,98.7852962785307,-6.722293200679195e-15,-2.479200628869385e-16,-1.6015817948307775e-16,-1.3872737027732747e-15,1.3104170775839788e-15,1.845411568436252e-16,5.429095985362976e-17,4.89118274748173e-16,2.1860457714605946e-14,3.2864587480335564e-17,2.8972684439173746e-16,ACBI1,9.26,36000.0,360,180,360,0,126.48552168552958,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.72815652078852,2.271843479211478,0.08878741490744844,0.9595078929607244,98.83224998808092,-5.92306682423266e-15,-2.0298422366443327e-16,-1.4941855731950767e-16,-1.5603897968455008e-15,1.1904459831068145e-15,1.5735607979686225e-16,4.6524605411502985e-17,5.027821359114196e-16,2.192308252722237e-14,3.067783951644993e-17,3.2642428609929745e-16,ACBI1,9.26,36000.0,360,180,360,0,152.6417967175232,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.7789751458357,2.221024854164305,0.08038784109288162,1.0533171397539989,98.82740628498865,-5.746461778664071e-15,-1.792428830665954e-16,-1.495671582433948e-16,-1.8841227310289095e-15,1.1638170235820959e-15,1.4307003281470797e-16,4.212322873266997e-17,5.519381812310955e-16,2.2002834445844104e-14,3.019466687862739e-17,3.8770070092922035e-16,ACBI1,9.26,36000.0,360,180,360,0,184.20699693267144,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.666749227298,2.3332507727019975,0.07649435525316522,1.2336437404846454,98.77633094754152,-6.177871663618631e-15,-1.7188729713266595e-16,-1.6153123429755157e-16,-2.4559390366534647e-15,1.2226234048958468e-15,1.3872506769535528e-16,4.0083042152658575e-17,6.464293200139542e-16,2.210239436371029e-14,3.1376692564247355e-17,4.860316312631829e-16,ACBI1,9.26,36000.0,360,180,360,0,222.29964825261933,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,97.36145272699623,2.638547273003761,0.0763157341730759,1.5435831905596118,98.68169409458531,-7.323149370069857e-15,-1.7857224997162196e-16,-1.86809472148501e-16,-3.4291741853507217e-15,1.3825987710539709e-15,1.437268863142062e-16,3.998944470669177e-17,8.088375918532366e-16,2.2224705888404698e-14,3.4513581924901265e-17,6.448038530731148e-16,ACBI1,9.26,36000.0,360,180,360,0,268.26957952797244,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,96.78182016011655,3.218179839883449,0.07980014633788768,2.0636115069843353,98.82009540529232,-9.400736903763322e-15,-1.9876796325754376e-16,-2.266772822043689e-16,-5.022935229505375e-15,1.6863262360989274e-15,1.5916121020994264e-16,4.181527668105314e-17,1.0813324296597918e-15,2.237263611635272e-14,4.020028966709286e-17,9.056663981684058e-16,ACBI1,9.26,36000.0,360,180,360,0,323.74575428176433,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,95.78411653939648,4.2158834606035285,0.08740091140446801,2.92632586305116,98.4489448343261,-1.269624491557661e-14,-2.3320134165793997e-16,-2.8016657679232255e-16,-7.487838970048664e-15,2.209122933356249e-15,1.870836029080772e-16,4.5798077575941237e-17,1.533394752238808e-15,2.254824056103922e-14,4.920925728400274e-17,1.3366681964041716e-15,ACBI1,9.26,36000.0,360,180,360,0,390.6939937054613,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,94.15857970760408,5.841420292395927,0.09992256937839006,4.321439097146927,98.22522523749291,-1.7445235974368597e-14,-2.8370431303670454e-16,-3.4132553734163616e-16,-1.0984241032889654e-14,3.060904233215466e-15,2.294038196914944e-16,5.235942635427639e-17,2.2644340869049895e-15,2.27515628569374e-14,6.216429319735292e-17,2.03530760176994e-15,ACBI1,9.26,36000.0,360,180,360,0,471.486636345739,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,91.65136878084482,8.348631219155179,0.11846221066393606,6.472085798426954,98.21479625067735,-2.3644994438891673e-14,-3.5352634204024586e-16,-3.9741497466746296e-16,-1.53597147077709e-14,4.3746827588373135e-15,2.8631493806695193e-16,6.207419838790249e-17,3.3913729583757235e-15,2.2979167893636343e-14,7.90209060083554e-17,3.116478828054374e-15,ACBI1,9.26,36000.0,360,180,360,0,568.9866029018293,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,88.02351291742151,11.976487082578485,0.1444821393146923,9.567160476840119,97.9668138964345,-3.0867464060271334e-14,-4.467622392316461e-16,-4.3008751497380854e-16,-1.9894772074921493e-14,6.275679231271127e-15,3.5470140762456855e-16,7.570864100089877e-17,5.013192089864222e-15,2.3223025472587275e-14,9.855526704762288e-17,4.67707946335016e-15,ACBI1,9.26,36000.0,360,180,360,0,686.6488450042998,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,83.13709213231832,16.862907867681677,0.17978330177012203,13.65551087927265,97.7651633449924,-3.819331514818614e-14,-5.620469808050739e-16,-4.2069170959840336e-16,-2.3194864798507912e-14,8.8361637226652e-15,4.2717992225415203e-16,9.420645012754395e-17,7.155487700738869e-15,2.3470633638248454e-14,1.1819360771088786e-16,6.7405957584670996e-15,ACBI1,9.26,36000.0,360,180,360,0,828.6427728546843,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,77.03501120340553,22.964988796594472,0.22541644868779329,18.541608698939353,95.42262433386814,-4.4367412302538397e-14,-6.749319412817007e-16,-3.59784012523027e-16,-2.3527732463191438e-14,1.2033654129415505e-14,4.924047389730907e-16,1.181182191124037e-16,9.715802958244221e-15,2.370703845520913e-14,1.3445568580443571e-16,9.204268007715493e-15,ACBI1,9.26,36000.0,360,180,360,0,1000.0,2.49e-11,0.1,5.240000000000001e-15
1.0,0.001,0.0,6.38114826756464e-07,99.99999936188517,0.04272923027972896,0.04295369104313059,2.159579562954761e-05,-7.307069966793584e-21,1.891632566559361e-16,2.679306507342083e-23,1.9592766001306892e-25,5.239999966562783e-13,4.477670335380588e-16,2.239011666657798e-16,2.250773410660043e-16,2.1238061782906436e-14,2.1226227758999126e-23,1.4936946296125972e-25,ACBI1,9.26,36000.0,360,180,360,0,0.1,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,1.3445468454165166e-06,99.99999865545315,0.05140973314084827,0.05173559719007952,0.00014021695003973988,-1.5393214143475564e-20,2.276181503416437e-16,5.642177267046325e-23,4.9784975580899485e-25,5.239999929545745e-13,5.393070465284241e-16,2.6938700165804493e-16,2.710945292760167e-16,2.124518877263334e-14,4.471599251984484e-23,3.79695177984514e-25,ACBI1,9.26,36000.0,360,180,360,0,0.12067926406393285,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,2.8292358820181107e-06,99.99999717076412,0.061815502215504234,0.062288275271170306,0.00011604237594164957,-3.238271170716709e-20,2.7372770152552075e-16,1.1864124453220277e-22,1.263135852507037e-24,5.23999985174804e-13,6.493021454334555e-16,3.2391323160924216e-16,3.263905624209324e-16,2.125375129809149e-14,9.407008398475608e-23,9.638222889966705e-25,ACBI1,9.26,36000.0,360,180,360,0,0.14563484775012436,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,5.943754885606722e-06,99.99999405624511,0.07427235207541828,0.07495773442396057,0.0005591718734265783,-6.801008730544821e-20,3.289426835851185e-16,2.490353804420559e-22,3.1990461260071625e-24,5.239999688547243e-13,7.813570159092654e-16,3.891871248751918e-16,3.927785283815534e-16,2.1264029172351734e-14,1.9756837510531744e-22,2.44244140095382e-24,ACBI1,9.26,36000.0,360,180,360,0,0.1757510624854792,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,1.2462642544619484e-05,99.99998753735746,0.089160003681859,0.090152684771044,0.0011612468697297373,-1.4254907625953093e-19,3.9495623678045305e-16,5.216382439806302e-22,8.084504403624409e-24,5.239999346957531e-13,9.3972877093927e-16,4.671984192929412e-16,4.724000682002706e-16,2.127635260339053e-14,4.1410973153072915e-22,6.176880592598107e-24,ACBI1,9.26,36000.0,360,180,360,0,0.21209508879201905,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,2.6070453444049235e-05,99.99997392954656,0.10691756187606058,0.10835372234803471,0.0007950673139967002,-2.9806637977650697e-19,4.73729613080886e-16,1.0898775707835508e-21,2.0378030735969385e-23,5.23999863390824e-13,1.1294220163724045e-15,5.602480242305574e-16,5.677735051037019e-16,2.1291109432750033e-14,8.659091550943442e-22,1.5583183252718894e-23,ACBI1,9.26,36000.0,360,180,360,0,0.2559547922699536,2.49e-11,1.0,5.24e-14
1.0,0.001,0.0,5.438458475737207e-05,99.99994561541524,0.12804787621928942,0.1301228714837743,0.001262803036994331,-6.214589932233494e-19,5.675134851616532e-16,2.2702193369812955e-21,5.120645278071144e-23,5.239997150247759e-13,1.3562871915378505e-15,6.709708713890765e-16,6.818438465749773e-16,2.1308752579364822e-14,1.805434769015272e-21,3.9199052693444287e-23,ACBI1,9.26,36000.0,360,180,360,0,0.3088843596477481,2.49e-11,1.0,5.24e-14
