t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.0,0.0005,0.0,90.52884693696083,0.04338302808002784,0.05403598763274152,99.00797828201907,3.621153877478433e-13,4.2335167754577026e-16,1.7353211232011138e-16,2.1614395053096606e-16,5.587175632897349e-15,ACBI1,0.1,36000.0,360,0.1
1.0,0.0005,0.0,90.51166234715582,0.04664305944037174,0.05921390954264357,99.05837524644487,3.620466493886233e-13,4.61895550511403e-16,1.8657223776148696e-16,2.368556381705743e-16,5.579933508841623e-15,ACBI1,0.1,36000.0,360,0.10974987654930562
1.0,0.0005,0.0,90.48915549499252,0.05006631572912413,0.06487614455123142,99.01653153135236,3.6195662197997007e-13,5.034032677403658e-16,2.0026526291649653e-16,2.595045782049257e-16,5.5719748862944935e-15,ACBI1,0.1,36000.0,360,0.12045035402587821
1.0,0.0005,0.0,90.45990778917282,0.05364768430990834,0.07106499782624853,99.02129104628735,3.6183963115669125e-13,5.479518577880292e-16,2.1459073723963337e-16,2.842599913049941e-16,5.563229010720354e-15,ACBI1,0.1,36000.0,360,0.1321941148466029
1.0,0.0005,0.0,90.42221296847424,0.05737955106293261,0.07782569359881934,99.01006747196178,3.61688851873897e-13,5.955790612970798e-16,2.295182042517305e-16,3.1130277439527737e-16,5.553618950232653e-15,ACBI1,0.1,36000.0,360,0.14508287784959398
1.0,0.0005,0.0,90.374051977169,0.061251567221975445,0.08520638429262135,98.87052301010092,3.61496207908676e-13,6.462731265341893e-16,2.450062688879018e-16,3.4082553717048543e-16,5.5430614904437945e-15,ACBI1,0.1,36000.0,360,0.1592282793341092
1.0,0.0005,0.0,90.31307790891299,0.06525045173511748,0.09325811451318897,99.2318035698694,3.6125231163565197e-13,6.999621971422985e-16,2.6100180694046995e-16,3.7303245805275584e-16,5.531467186974505e-15,ACBI1,0.1,36000.0,360,0.17475284000076838
1.0,0.0005,0.0,90.23661587976629,0.0693598458733321,0.10203473583225262,99.10317976834854,3.609464635190652e-13,7.565038714550297e-16,2.7743938349332847e-16,4.081389433290105e-16,5.518740611019398e-15,ACBI1,0.1,36000.0,360,0.19179102616724888
1.0,0.0005,0.0,90.14168300815881,0.07356023856262123,0.11159277146424974,99.21707001765189,3.605667320326352e-13,8.156756830449833e-16,2.942409542504849e-16,4.46371085856999e-16,5.504780815584575e-15,ACBI1,0.1,36000.0,360,0.2104904144512021
1.0,0.0005,0.0,90.0250334879501,0.07782898166384396,0.12199123427452994,95.08843215534073,3.6010013395180036e-13,8.771673961705467e-16,3.1131592665537584e-16,4.879649370981198e-16,5.48948203548702e-15,ACBI1,0.1,36000.0,360,0.23101297000831597
