t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,degradation_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha
6.0,0.0005,0.0,52.4803265833451,0.03390884983933652,0.053309217491375335,99.05244623967974,-2.259596119107394e-14,2.0992130633338038e-13,3.7757584610082864e-16,1.356353993573461e-16,2.1323686996550137e-16,4.879662012786726e-15,ACBI1,9.26,36000.0,360,180,360,500,13.257113655901081
6.0,0.0005,0.0,50.81413756739946,0.03681578065207757,0.06191347743362895,99.09284173334036,-2.3051830133007832e-14,2.0325655026959788e-13,4.1846102041185226e-16,1.4726312260831029e-16,2.476539097345158e-16,4.881194725772961e-15,ACBI1,9.26,36000.0,360,180,360,500,15.998587196060573
6.0,0.0005,0.0,48.46850672218639,0.039044610801371886,0.07058329488928212,99.31564105394044,-2.3629145720497947e-14,1.9387402688874557e-13,4.497620509213947e-16,1.5617844320548754e-16,2.8233317955712847e-16,4.883105023136273e-15,ACBI1,9.26,36000.0,360,180,360,500,19.306977288832496
6.0,0.0005,0.0,45.36140824013317,0.04027949204761901,0.07856207316129364,99.28032056279233,-2.4270661920495216e-14,1.814456329605327e-13,4.658787849720058e-16,1.6111796819047606e-16,3.142482926451746e-16,4.885465099346737e-15,ACBI1,9.26,36000.0,360,180,360,500,23.29951810515372
6.0,0.0005,0.0,41.50638670005986,0.040275182225397714,0.08493577151216673,99.45842732549502,-2.4855816732970063e-14,1.6602554680023947e-13,4.625465354564447e-16,1.6110072890159088e-16,3.3974308604866693e-16,4.888292998545842e-15,ACBI1,9.26,36000.0,360,180,360,500,28.11768697974228
6.0,0.0005,0.0,37.039833835074035,0.03893913632683199,0.08883049867627169,99.31154674017398,-2.5211954248429587e-14,1.4815933534029614e-13,4.3847806995562715e-16,1.5575654530732795e-16,3.5532199470508673e-16,4.891496293344751e-15,ACBI1,9.26,36000.0,360,180,360,500,33.93221771895326
6.0,0.0005,0.0,32.211216403189134,0.03638121573046514,0.08966689338564174,99.44368015792666,-2.51583866126356e-14,1.2884486561275654e-13,3.9622797818364727e-16,1.4552486292186056e-16,3.586675735425669e-16,4.8948367821327204e-15,ACBI1,9.26,36000.0,360,180,360,500,40.94915062380423
6.0,0.0005,0.0,27.33248542263468,0.03289966769095927,0.08735817525836853,99.46671246170449,-2.456941245951793e-14,1.0932994169053871e-13,3.416530837398778e-16,1.3159867076383708e-16,3.4943270103347415e-16,4.89795449525471e-15,ACBI1,9.26,36000.0,360,180,360,500,49.417133613238335
6.0,0.0005,0.0,22.705646459501963,0.02890353206455108,0.08234467574890209,99.08826672158897,-2.342378132019017e-14,9.082258583800785e-14,2.821289746844928e-16,1.156141282582043e-16,3.2937870299560835e-16,4.900460399655009e-15,ACBI1,9.26,36000.0,360,180,360,500,59.63623316594643
6.0,0.0005,0.0,18.559655301755924,0.024806638905731943,0.07544381919872575,99.48554110769608,-2.1812305877314208e-14,7.423862120702369e-14,2.244286713656459e-16,9.922655562292778e-17,3.01775276794903e-16,4.902058173559721e-15,ACBI1,9.26,36000.0,360,180,360,500,71.96856730011514
6.0,0.0005,0.0,15.019885751032602,0.020939817400627555,0.06759805534407222,99.44169072795667,-1.990178007263701e-14,6.007954300413041e-14,1.732539251899673e-16,8.375926960251022e-17,2.7039222137628893e-16,4.9026302649208896e-15,ACBI1,9.26,36000.0,360,180,360,500,86.85113737513521
6.0,0.0005,0.0,12.113276800298507,0.017509787196394257,0.05964303447108093,99.54187950197971,-1.7879027314554364e-14,4.845310720119403e-14,1.3084470609112478e-16,7.003914878557703e-17,2.385721378843237e-16,4.902247931310884e-15,ACBI1,9.26,36000.0,360,180,360,500,104.81131341546853
6.0,0.0005,0.0,9.795921049005283,0.014603972939545426,0.052176647730912774,99.67736368757897,-1.590375270647548e-14,3.9183684196021133e-14,9.743675741291966e-17,5.84158917581817e-17,2.0870659092365112e-16,4.901115137105947e-15,ACBI1,9.26,36000.0,360,180,360,500,126.48552168552958
6.0,0.0005,0.0,7.985945971655959,0.01222185039714878,0.045537134506501785,99.76602508727399,-1.4085118854660855e-14,3.194378388662384e-14,7.205386730067896e-17,4.888740158859512e-17,1.8214853802600713e-16,4.899488001680985e-15,ACBI1,9.26,36000.0,360,180,360,500,152.6417967175232
